arm,origin,issued_before_update,available_label_end,updates,supervised_loss,preservation,unrevealed_drift
IMMEDIATE_LORA,1560,True,1559,8,2.5208353996276855,0.0,0.635866105556488
IMMEDIATE_LORA,1584,True,1583,16,4.104371070861816,0.0,0.07757911086082458
IMMEDIATE_LORA,1608,True,1607,24,4.575006484985352,0.0,0.15438242256641388
IMMEDIATE_LORA,1632,True,1631,32,6.404291152954102,0.0,0.10578146576881409
IMMEDIATE_LORA,1656,True,1655,40,3.6154897212982178,0.0,0.17726659774780273
IMMEDIATE_LORA,1680,True,1679,48,3.0503764152526855,0.0,0.4345029890537262
IMMEDIATE_LORA,1704,True,1703,56,2.073509693145752,0.0,0.3858211040496826
IMMEDIATE_LORA,1728,True,1727,64,2.6501970291137695,0.0,0.346647709608078
IMMEDIATE_LORA,1752,True,1751,72,3.4926748275756836,0.0,0.0984933078289032
IMMEDIATE_LORA,1776,True,1775,80,3.313235282897949,0.0,0.33317530155181885
IMMEDIATE_LORA,1800,True,1799,88,3.4725394248962402,0.0,0.478762686252594
IMMEDIATE_LORA,1824,True,1823,96,2.8929443359375,0.0,0.15016619861125946
IMMEDIATE_LORA,1848,True,1847,104,3.1592626571655273,0.0,0.18588989973068237
IMMEDIATE_LORA,1872,True,1871,112,2.275695562362671,0.0,0.24190771579742432
IMMEDIATE_LORA,1896,True,1895,120,2.287652015686035,0.0,0.26017847657203674
IMMEDIATE_LORA,1920,True,1919,128,3.808621406555176,0.0,0.3405691087245941
IMMEDIATE_LORA,1944,True,1943,136,4.60276460647583,0.0,0.4970327913761139
IMMEDIATE_LORA,1968,True,1967,144,5.6089324951171875,0.0,0.8037669658660889
IMMEDIATE_LORA,1992,True,1991,152,3.31038761138916,0.0,0.13475176692008972
IMMEDIATE_LORA,2016,True,2015,160,2.879060745239258,0.0,0.4855700433254242
IMMEDIATE_LORA,2040,True,2039,168,2.3741648197174072,0.0,0.10743335634469986
IMMEDIATE_LORA,2064,True,2063,176,1.7190253734588623,0.0,0.35121381282806396
IMMEDIATE_LORA,2088,True,2087,184,2.279148578643799,0.0,0.38154610991477966
IMMEDIATE_LORA,2112,True,2111,192,2.3892555236816406,0.0,0.7538480162620544
IMMEDIATE_LORA,2136,True,2135,200,2.9574780464172363,0.0,0.4316910207271576
IMMEDIATE_LORA,2160,True,2159,208,2.0103888511657715,0.0,0.603230357170105
IMMEDIATE_LORA,2184,True,2183,216,2.45454478263855,0.0,0.9458604454994202
IMMEDIATE_LORA,2208,True,2207,224,4.795180797576904,0.0,0.9397941827774048
IMMEDIATE_LORA,2232,True,2231,232,4.1096510887146,0.0,0.3566673696041107
WAIT_FULL,1584,True,1583,8,6.992150783538818,0.0,0.0
WAIT_FULL,1608,True,1607,16,5.3782243728637695,0.0,0.0
WAIT_FULL,1632,True,1631,24,10.726415634155273,0.0,0.0
WAIT_FULL,1656,True,1655,32,6.1324462890625,0.0,0.0
WAIT_FULL,1680,True,1679,40,4.607276439666748,0.0,0.0
WAIT_FULL,1704,True,1703,48,3.0728890895843506,0.0,0.0
WAIT_FULL,1728,True,1727,56,3.607583522796631,0.0,0.0
WAIT_FULL,1752,True,1751,64,5.553387641906738,0.0,0.0
WAIT_FULL,1776,True,1775,72,4.444281101226807,0.0,0.0
WAIT_FULL,1800,True,1799,80,6.874614715576172,0.0,0.0
WAIT_FULL,1824,True,1823,88,4.746974468231201,0.0,0.0
WAIT_FULL,1848,True,1847,96,5.835684776306152,0.0,0.0
WAIT_FULL,1872,True,1871,104,3.546363353729248,0.0,0.0
WAIT_FULL,1896,True,1895,112,3.9841957092285156,0.0,0.0
WAIT_FULL,1920,True,1919,120,5.005823135375977,0.0,0.0
WAIT_FULL,1944,True,1943,128,10.472784042358398,0.0,0.0
WAIT_FULL,1968,True,1967,136,9.067030906677246,0.0,0.0
WAIT_FULL,1992,True,1991,144,8.119976997375488,0.0,0.0
WAIT_FULL,2016,True,2015,152,4.821502208709717,0.0,0.0
WAIT_FULL,2040,True,2039,160,3.759819746017456,0.0,0.0
WAIT_FULL,2064,True,2063,168,3.3832755088806152,0.0,0.0
WAIT_FULL,2088,True,2087,176,3.2533562183380127,0.0,0.0
WAIT_FULL,2112,True,2111,184,4.893449783325195,0.0,0.0
WAIT_FULL,2136,True,2135,192,4.029182434082031,0.0,0.0
WAIT_FULL,2160,True,2159,200,4.515081405639648,0.0,0.0
WAIT_FULL,2184,True,2183,208,3.6836352348327637,0.0,0.0
WAIT_FULL,2208,True,2207,216,4.788872718811035,0.0,0.0
WAIT_FULL,2232,True,2231,224,6.644775390625,0.0,0.0
TAFAS_LIKE,1560,True,1559,8,2.171231269836426,0.0,0.7874727249145508
TAFAS_LIKE,1584,True,1583,16,4.2580671310424805,0.0,0.07803595066070557
TAFAS_LIKE,1608,True,1607,24,3.565113067626953,0.0,0.6375982165336609
TAFAS_LIKE,1632,True,1631,32,3.0430116653442383,0.0,0.15478941798210144
TAFAS_LIKE,1656,True,1655,40,3.0493624210357666,0.0,1.0613008737564087
TAFAS_LIKE,1680,True,1679,48,2.559826135635376,0.0,0.4861181080341339
TAFAS_LIKE,1704,True,1703,56,2.380581855773926,0.0,0.07077743113040924
TAFAS_LIKE,1728,True,1727,64,2.6092114448547363,0.0,0.5225249528884888
TAFAS_LIKE,1752,True,1751,72,3.6391732692718506,0.0,0.10370475798845291
TAFAS_LIKE,1776,True,1775,80,3.8395097255706787,0.0,0.09535440057516098
