arm,variant,scaled_2pinball,median_mae,qmean_mse,interval80_coverage,interval80_width,unrevealed_drift,worst5_origin_loss,adaptation_seconds
F0,issued,0.5838571069542349,2.9852467222760124,16.890077483965634,0.7595486111111112,8.4159925305595,0,0.98552917600794,0.0
IMMEDIATE_LORA,issued,0.6467702002324903,3.16504649395744,20.37034018968799,0.6546875,7.567794226606686,0.3861860840998847,1.2403347962004347,22.622282557655126
WAIT_FULL,issued,0.6624827902964064,3.276563878564371,21.41763480550465,0.6810763888888889,8.172622834394376,0.0,1.2508906257406278,21.65275417873636
TAFAS_LIKE,issued,0.6308337959621865,3.2175167000231646,20.298452590861807,0.7932291666666667,10.487599835874182,0.27269468148206844,1.0834914795442085,11.827870193403214
MATURITY_PEFT,issued,0.6559293501433892,3.215007041229142,20.90656004092522,0.6454861111111111,7.49398489780724,0.38020298193240987,1.243728895505352,24.090493894647807
