proposed,baseline,policy,gain_percent,CI_low,CI_high,post_run_diagnostic,primary_decision_changed
LEARN_KD,POOL_KD,fixed512,0.04555016446211858,-0.4207691305992354,0.44896761663667084,True,False
LEARN_KD,LEARN,fixed512,1.3206884283226767,0.20858214510404452,2.568465784881495,True,False
POOL_KD,POOL,fixed512,0.5092169450101457,-0.6693203706883114,1.6960526242659557,True,False
LEARN,POOL,fixed512,-0.7764071878935087,-1.9911563497885252,0.3267616199128842,True,False
