arm,seed,policy,origin,channel,normalizedMSE
STATS_SHORT,73101,selected,14740,1,0.22878444698388387
STATS_SHORT,73101,selected,14740,2,0.2778282636828447
STATS_SHORT,73101,selected,14740,3,0.7334498836762237
STATS_SHORT,73101,selected,14789,0,0.5571951618362401
STATS_SHORT,73101,selected,14789,1,0.171237270225572
STATS_SHORT,73101,selected,14789,2,0.18328916989157498
STATS_SHORT,73101,selected,14789,3,0.2324605909207599
STATS_SHORT,73101,selected,14861,0,0.07594216904999404
STATS_SHORT,73101,selected,14861,1,0.14495359273655326
STATS_SHORT,73101,selected,14861,2,0.06420212799211288
STATS_SHORT,73101,selected,14861,3,0.5713059157261373
STATS_SHORT,73101,selected,14910,0,0.06546343547125878
STATS_SHORT,73101,selected,14910,1,0.43702113012743027
STATS_SHORT,73101,selected,14910,2,0.0919335061562782
STATS_SHORT,73101,selected,14910,3,0.4457647903813155
STATS_SHORT,73101,selected,14958,0,0.154063717605348
STATS_SHORT,73101,selected,14958,1,0.2830969996236918
STATS_SHORT,73101,selected,14958,2,0.14526206197212815
STATS_SHORT,73101,selected,14958,3,0.7930366735644988
STATS_SHORT,73101,selected,15006,0,0.005385170215394717
STATS_SHORT,73101,selected,15006,1,0.013849850040345786
STATS_SHORT,73101,selected,15006,2,0.2185076622332933
STATS_SHORT,73101,selected,15006,3,0.0143546636232509
STATS_SHORT,73101,selected,15079,0,0.1067215189258341
STATS_SHORT,73101,selected,15079,1,0.8206270931457564
STATS_SHORT,73101,selected,15079,2,0.17668066444063094
STATS_SHORT,73101,selected,15079,3,0.23582137016062413
STATS_SHORT,73101,selected,15127,0,0.07514843800569339
STATS_SHORT,73101,selected,15127,1,0.5347232083059404
STATS_SHORT,73101,selected,15127,2,0.32866800383073863
STATS_SHORT,73101,selected,15127,3,4.94981854016894
STATS_SHORT,73101,selected,15175,0,0.024795296906779035
STATS_SHORT,73101,selected,15175,1,0.004303485011419079
STATS_SHORT,73101,selected,15175,2,0.1321837841384822
STATS_SHORT,73101,selected,15175,3,0.013970655584585906
STATS_SHORT,73101,selected,15248,0,0.14101165266791837
STATS_SHORT,73101,selected,15248,1,0.6770956457728298
STATS_SHORT,73101,selected,15248,2,0.3627924285748265
STATS_SHORT,73101,selected,15248,3,1.1454692205364696
STATS_SHORT,73101,selected,15296,0,0.01514671589096666
STATS_SHORT,73101,selected,15296,1,0.24543672559160837
STATS_SHORT,73101,selected,15296,2,0.1670015937472916
STATS_SHORT,73101,selected,15296,3,1.8865267972670152
STATS_SHORT,73101,selected,15345,0,0.2174738113919262
STATS_SHORT,73101,selected,15345,1,0.12100156586192538
STATS_SHORT,73101,selected,15345,2,0.2686374753647382
STATS_SHORT,73101,selected,15345,3,0.20073145205379905
STATS_SHORT,73101,selected,15417,0,0.17064344956795677
STATS_SHORT,73101,selected,15417,1,1.5287685756245788
STATS_SHORT,73101,selected,15417,2,0.25953579056273884
STATS_SHORT,73101,selected,15417,3,1.2571774723982412
STATS_SHORT,73101,selected,15465,0,0.011253800414447871
STATS_SHORT,73101,selected,15465,1,0.09852629366791088
STATS_SHORT,73101,selected,15465,2,0.20712162074415752
STATS_SHORT,73101,selected,15465,3,0.9862213661408337
STATS_SHORT,73101,selected,15514,0,0.122531264563495
STATS_SHORT,73101,selected,15514,1,0.04563500148356799
STATS_SHORT,73101,selected,15514,2,0.23709529484201886
STATS_SHORT,73101,selected,15514,3,0.0960072871962992
STATS_SHORT,73101,selected,15562,0,0.5063692978733791
STATS_SHORT,73101,selected,15562,1,0.1252664978938186
STATS_SHORT,73101,selected,15562,2,0.19241684221670421
STATS_SHORT,73101,selected,15562,3,2.3842910154254975
STATS_SHORT,73101,selected,15634,0,1.5495626553077326
STATS_SHORT,73101,selected,15634,1,0.016587794658348694
STATS_SHORT,73101,selected,15634,2,0.22214435320677606
STATS_SHORT,73101,selected,15634,3,0.6400998393001499
STATS_SHORT,73101,selected,15683,0,0.40778586931918354
STATS_SHORT,73101,selected,15683,1,0.3368473377192458
STATS_SHORT,73101,selected,15683,2,0.36072717913024605
STATS_SHORT,73101,selected,15683,3,0.05818572803943626
STATS_SHORT,73101,selected,15731,0,0.6569311239216039
STATS_SHORT,73101,selected,15731,1,0.040139484544403185
STATS_SHORT,73101,selected,15731,2,0.14627631340922376
STATS_SHORT,73101,selected,15731,3,0.5787817528008907
STATS_SHORT,73101,selected,15804,0,0.11300964739418891
STATS_SHORT,73101,selected,15804,1,0.008172784076378649
STATS_SHORT,73101,selected,15804,2,0.2598719292903028
STATS_SHORT,73101,selected,15804,3,0.25338728010009476
STATS_SHORT,73101,selected,15852,0,0.5375678143862123
STATS_SHORT,73101,selected,15852,1,0.14786804830823452
STATS_SHORT,73101,selected,15852,2,0.36807138034074977
STATS_SHORT,73101,selected,15852,3,0.03636512158480477
STATS_SHORT,73101,selected,15900,0,0.6407723300754277
STATS_SHORT,73101,selected,15900,1,0.46306757624077216
STATS_SHORT,73101,selected,15900,2,0.0788947312199681
STATS_SHORT,73101,selected,15900,3,0.30396311148092475
STATS_SHORT,73101,selected,15973,0,0.21365093087690679
STATS_SHORT,73101,selected,15973,1,0.04974327269988047
STATS_SHORT,73101,selected,15973,2,0.3640456510833365
STATS_SHORT,73101,selected,15973,3,1.6012817257403686
STATS_SHORT,73101,selected,16021,0,0.22854493143703272
STATS_SHORT,73101,selected,16021,1,0.0757910780677831
STATS_SHORT,73101,selected,16021,2,0.33782286801701517
STATS_SHORT,73101,selected,16021,3,0.06373263380871642
STATS_SHORT,73101,selected,16069,0,0.3323989954713526
STATS_SHORT,73101,selected,16069,1,0.39271537690225955
STATS_SHORT,73101,selected,16069,2,0.25552133145113776
STATS_SHORT,73101,selected,16069,3,0.059245636652956124
STATS_SHORT,73101,selected,16118,0,0.5201309417385658
STATS_SHORT,73101,selected,16118,1,0.38679754022035673
STATS_SHORT,73101,selected,16118,2,0.13975191488837282
STATS_SHORT,73101,selected,16118,3,1.2431831888932727
STATS_SHORT,73101,selected,16190,0,0.6364033058303046
STATS_SHORT,73101,selected,16190,1,0.8296037913519133
STATS_SHORT,73101,selected,16190,2,0.20030388272374386
STATS_SHORT,73101,selected,16190,3,0.11306963558081085
STATS_SHORT,73101,selected,16239,0,0.9478800837048963
STATS_SHORT,73101,selected,16239,1,0.48667191080836
STATS_SHORT,73101,selected,16239,2,0.2362398532041126
STATS_SHORT,73101,selected,16239,3,0.6989054454108748
STATS_SHORT,73101,selected,16287,0,0.11651342918134984
STATS_SHORT,73101,selected,16287,1,0.24027977125850794
STATS_SHORT,73101,selected,16287,2,0.6566144617684961
STATS_SHORT,73101,selected,16287,3,0.4500366475279615
STATS_SHORT,73101,selected,16359,0,0.6888431666920556
STATS_SHORT,73101,selected,16359,1,0.26380867297433525
STATS_SHORT,73101,selected,16359,2,0.24832524832566114
STATS_SHORT,73101,selected,16359,3,0.7800868134354295
STATS_SHORT,73101,selected,16408,0,0.049472198642699354
STATS_SHORT,73101,selected,16408,1,0.222564065277474
STATS_SHORT,73101,selected,16408,2,0.248161982774295
STATS_SHORT,73101,selected,16408,3,0.42803157160165445
STATS_SHORT,73101,selected,16456,0,1.1719788709176948
STATS_SHORT,73101,selected,16456,1,0.141024004536374
STATS_SHORT,73101,selected,16456,2,0.4479927931996759
STATS_SHORT,73101,selected,16456,3,0.3401189699099694
STATS_SHORT,73101,selected,16528,0,0.08814954815647692
STATS_SHORT,73101,selected,16528,1,0.31486546493903445
STATS_SHORT,73101,selected,16528,2,0.263044134268979
STATS_SHORT,73101,selected,16528,3,0.032670252613511384
STATS_SHORT,73101,selected,16577,0,2.26626602383132
STATS_SHORT,73101,selected,16577,1,0.14726238462405547
STATS_SHORT,73101,selected,16577,2,0.33130114536282784
STATS_SHORT,73101,selected,16577,3,0.4288741091665817
STATS_SHORT,73101,selected,16625,0,0.240662285491422
STATS_SHORT,73101,selected,16625,1,0.3850099943828789
STATS_SHORT,73101,selected,16625,2,1.2984235111105524
STATS_SHORT,73101,selected,16625,3,0.8410911918755333
STATS_SHORT,73101,selected,16674,0,0.004435429042746585
STATS_SHORT,73101,selected,16674,1,0.027844521579430764
STATS_SHORT,73101,selected,16674,2,0.22226951628733596
STATS_SHORT,73101,selected,16674,3,0.05026340720398605
STATS_SHORT,73101,selected,16746,0,0.5224684651319077
STATS_SHORT,73101,selected,16746,1,0.0784868343919934
STATS_SHORT,73101,selected,16746,2,0.34978918832187755
STATS_SHORT,73101,selected,16746,3,0.18563058056520435
STATS_SHORT,73101,selected,16794,0,0.49739318769908447
STATS_SHORT,73101,selected,16794,1,0.36648012395147594
STATS_SHORT,73101,selected,16794,2,0.7305027620428587
STATS_SHORT,73101,selected,16794,3,2.129629848822154
STATS_SHORT,73101,selected,16843,0,0.004551510445992785
STATS_SHORT,73101,selected,16843,1,0.01013890768508903
STATS_SHORT,73101,selected,16843,2,0.16269253057155744
STATS_SHORT,73101,selected,16843,3,0.6078080791818801
STATS_SHORT,73101,selected,16915,0,0.34664910672088883
STATS_SHORT,73101,selected,16915,1,0.24330308206646947
STATS_SHORT,73101,selected,16915,2,0.4633114776242378
STATS_SHORT,73101,selected,16915,3,0.23782951443949008
STATS_SHORT,73101,selected,16963,0,0.9509794593422952
STATS_SHORT,73101,selected,16963,1,0.5766032306649931
STATS_SHORT,73101,selected,16963,2,0.21633945312233527
STATS_SHORT,73101,selected,16963,3,0.550843631253891
STATS_SHORT,73101,selected,17012,0,0.002400671337632262
STATS_SHORT,73101,selected,17012,1,0.009233524561994564
STATS_SHORT,73101,selected,17012,2,0.30579341290385315
STATS_SHORT,73101,selected,17012,3,0.012292604316295431
STATS_SHORT,73101,selected,17084,0,0.5508671265391988
STATS_SHORT,73101,selected,17084,1,0.2793571141955424
STATS_SHORT,73101,selected,17084,2,0.2634649124446942
STATS_SHORT,73101,selected,17084,3,0.2815062026656346
STATS_SHORT,73101,selected,17133,0,0.7452986315611643
STATS_SHORT,73101,selected,17133,1,0.18606734233926006
STATS_SHORT,73101,selected,17133,2,0.33414462650628923
STATS_SHORT,73101,selected,17133,3,0.8836143350018291
STATS_SHORT,73101,selected,17181,0,0.02512891120558477
STATS_SHORT,73101,selected,17181,1,0.004585689212721359
STATS_SHORT,73101,selected,17181,2,0.15208955372795152
STATS_SHORT,73101,selected,17181,3,0.02453951899340709
STATS_SHORT,73101,selected,17229,0,0.6704720857714025
STATS_SHORT,73101,selected,17229,1,0.10603769783577262
STATS_SHORT,73101,selected,17229,2,0.4141996317854244
STATS_SHORT,73101,selected,17229,3,0.990158352641084
STATS_SHORT,73101,selected,17302,0,0.2691768213063164
STATS_SHORT,73101,selected,17302,1,0.0728883693193719
STATS_SHORT,73101,selected,17302,2,0.36354726531406306
STATS_SHORT,73101,selected,17302,3,0.4675293329478068
STATS_SHORT,73101,selected,17350,0,0.028150151916763053
STATS_SHORT,73101,selected,17350,1,0.04425831311883129
STATS_SHORT,73101,selected,17350,2,0.5161686052892765
STATS_SHORT,73101,selected,17350,3,0.10501817083597553
STATS_SHORT,73101,selected,17398,0,0.04424357202714557
STATS_SHORT,73101,selected,17398,1,0.04256515244256562
STATS_SHORT,73101,selected,17398,2,0.12417931469647119
STATS_SHORT,73101,selected,17398,3,0.10512316182437816
STATS_SHORT,73101,selected,17471,0,0.008213208790774881
STATS_SHORT,73101,selected,17471,1,0.0544878560688245
STATS_SHORT,73101,selected,17471,2,0.166993460065794
STATS_SHORT,73101,selected,17471,3,0.10484268646668364
STATS_SHORT,73101,selected,17496,0,0.006410010594898379
STATS_SHORT,73101,selected,17496,1,0.0411176006721747
STATS_SHORT,73101,selected,17496,2,0.47520207742525894
STATS_SHORT,73101,selected,17496,3,0.14782713180368756
STATS_SHORT,73101,fixed512,14039,0,0.09680773896746554
STATS_SHORT,73101,fixed512,14039,1,0.09696010171923734
STATS_SHORT,73101,fixed512,14039,2,0.11692635905382713
STATS_SHORT,73101,fixed512,14039,3,0.010857123751204447
STATS_SHORT,73101,fixed512,14064,0,0.0732926809265279
STATS_SHORT,73101,fixed512,14064,1,0.3038136424475962
STATS_SHORT,73101,fixed512,14064,2,0.10670137839226985
STATS_SHORT,73101,fixed512,14064,3,0.028504854386402535
STATS_SHORT,73101,fixed512,14136,0,0.003184949315553506
STATS_SHORT,73101,fixed512,14136,1,0.006739307009158107
STATS_SHORT,73101,fixed512,14136,2,0.29165373822325547
STATS_SHORT,73101,fixed512,14136,3,0.008887931175111745
STATS_SHORT,73101,fixed512,14185,0,0.9744818792384397
STATS_SHORT,73101,fixed512,14185,1,0.047136387507437254
STATS_SHORT,73101,fixed512,14185,2,0.4322843957363279
STATS_SHORT,73101,fixed512,14185,3,0.08784988383251341
STATS_SHORT,73101,fixed512,14233,0,0.6244964599718037
STATS_SHORT,73101,fixed512,14233,1,0.9669497319688051
STATS_SHORT,73101,fixed512,14233,2,0.10174454110291975
STATS_SHORT,73101,fixed512,14233,3,0.16257693309759194
STATS_SHORT,73101,fixed512,14305,0,0.0030306155360733202
STATS_SHORT,73101,fixed512,14305,1,0.006334081894011078
STATS_SHORT,73101,fixed512,14305,2,0.16216501462491506
STATS_SHORT,73101,fixed512,14305,3,0.1027340700677686
STATS_SHORT,73101,fixed512,14354,0,0.5000055969550181
STATS_SHORT,73101,fixed512,14354,1,0.021995334876121753
STATS_SHORT,73101,fixed512,14354,2,0.21459275656013407
STATS_SHORT,73101,fixed512,14354,3,0.015532151620433648
STATS_SHORT,73101,fixed512,14402,0,0.5173839575871528
STATS_SHORT,73101,fixed512,14402,1,0.07328533065539476
STATS_SHORT,73101,fixed512,14402,2,0.15983797102695965
STATS_SHORT,73101,fixed512,14402,3,0.020508724395839284
STATS_SHORT,73101,fixed512,14451,0,0.5603848894180432
STATS_SHORT,73101,fixed512,14451,1,0.05134569385133275
STATS_SHORT,73101,fixed512,14451,2,0.17963725841308611
STATS_SHORT,73101,fixed512,14451,3,0.39029151761839187
STATS_SHORT,73101,fixed512,14523,0,0.24335180039357276
STATS_SHORT,73101,fixed512,14523,1,0.20539407622695063
STATS_SHORT,73101,fixed512,14523,2,0.3206821833801314
STATS_SHORT,73101,fixed512,14523,3,0.989139735041828
STATS_SHORT,73101,fixed512,14571,0,0.39022600737319846
STATS_SHORT,73101,fixed512,14571,1,0.20993540971576383
STATS_SHORT,73101,fixed512,14571,2,0.13054613593593703
STATS_SHORT,73101,fixed512,14571,3,0.2296711965543828
STATS_SHORT,73101,fixed512,14620,0,0.003006669753609095
STATS_SHORT,73101,fixed512,14620,1,0.0877775519979443
STATS_SHORT,73101,fixed512,14620,2,0.3704384851765112
STATS_SHORT,73101,fixed512,14620,3,0.40058350736046594
STATS_SHORT,73101,fixed512,14692,0,0.6770195427302914
STATS_SHORT,73101,fixed512,14692,1,0.4102252366309587
STATS_SHORT,73101,fixed512,14692,2,0.4523687955508346
STATS_SHORT,73101,fixed512,14692,3,0.10647812692057383
STATS_SHORT,73101,fixed512,14740,0,0.8163561313025629
STATS_SHORT,73101,fixed512,14740,1,0.33551570183093027
STATS_SHORT,73101,fixed512,14740,2,0.2731293007557582
STATS_SHORT,73101,fixed512,14740,3,0.8590073761086866
STATS_SHORT,73101,fixed512,14789,0,0.5092778313449239
STATS_SHORT,73101,fixed512,14789,1,0.1788798281046646
STATS_SHORT,73101,fixed512,14789,2,0.16883052049754635
STATS_SHORT,73101,fixed512,14789,3,0.20529647837952725
STATS_SHORT,73101,fixed512,14861,0,0.07378261033362384
STATS_SHORT,73101,fixed512,14861,1,0.11868828733952409
STATS_SHORT,73101,fixed512,14861,2,0.09773055692929078
STATS_SHORT,73101,fixed512,14861,3,0.5306641609998106
STATS_SHORT,73101,fixed512,14910,0,0.08469187064849994
STATS_SHORT,73101,fixed512,14910,1,0.47169106368964897
STATS_SHORT,73101,fixed512,14910,2,0.09649121121770797
STATS_SHORT,73101,fixed512,14910,3,0.5166666809916094
STATS_SHORT,73101,fixed512,14958,0,0.13795980484980994
STATS_SHORT,73101,fixed512,14958,1,0.26711789550215065
STATS_SHORT,73101,fixed512,14958,2,0.12541437638431271
STATS_SHORT,73101,fixed512,14958,3,0.8348292498083673
STATS_SHORT,73101,fixed512,15006,0,0.007015772104354644
STATS_SHORT,73101,fixed512,15006,1,0.011886518274852105
STATS_SHORT,73101,fixed512,15006,2,0.20615205127144823
STATS_SHORT,73101,fixed512,15006,3,0.01834167868323192
STATS_SHORT,73101,fixed512,15079,0,0.14814096396979984
STATS_SHORT,73101,fixed512,15079,1,0.8385644314975269
STATS_SHORT,73101,fixed512,15079,2,0.18272265594776363
STATS_SHORT,73101,fixed512,15079,3,0.21437241716101
STATS_SHORT,73101,fixed512,15127,0,0.12064750109323023
STATS_SHORT,73101,fixed512,15127,1,0.5155054692305271
STATS_SHORT,73101,fixed512,15127,2,0.38268145855663177
STATS_SHORT,73101,fixed512,15127,3,4.457270353674688
STATS_SHORT,73101,fixed512,15175,0,0.06375618168943493
STATS_SHORT,73101,fixed512,15175,1,0.006412572208558051
STATS_SHORT,73101,fixed512,15175,2,0.1913347510766733
STATS_SHORT,73101,fixed512,15175,3,0.017475234109879282
STATS_SHORT,73101,fixed512,15248,0,0.23260776987211332
STATS_SHORT,73101,fixed512,15248,1,0.6210202779662541
STATS_SHORT,73101,fixed512,15248,2,0.32816376162210253
STATS_SHORT,73101,fixed512,15248,3,1.2622123207634628
STATS_SHORT,73101,fixed512,15296,0,0.017676868480266002
STATS_SHORT,73101,fixed512,15296,1,0.1891930834896396
STATS_SHORT,73101,fixed512,15296,2,0.18881606208608845
STATS_SHORT,73101,fixed512,15296,3,1.6647879944194297
STATS_SHORT,73101,fixed512,15345,0,0.2272291540067752
STATS_SHORT,73101,fixed512,15345,1,0.1426659297433547
STATS_SHORT,73101,fixed512,15345,2,0.31932365492883624
STATS_SHORT,73101,fixed512,15345,3,0.28898863021171683
STATS_SHORT,73101,fixed512,15417,0,0.23774608788428167
STATS_SHORT,73101,fixed512,15417,1,1.5912251031605837
STATS_SHORT,73101,fixed512,15417,2,0.2372037678246255
STATS_SHORT,73101,fixed512,15417,3,0.5823033663622788
STATS_SHORT,73101,fixed512,15465,0,0.012595882967260169
STATS_SHORT,73101,fixed512,15465,1,0.09845671789907161
STATS_SHORT,73101,fixed512,15465,2,0.18219983648642804
STATS_SHORT,73101,fixed512,15465,3,1.7523824743989056
STATS_SHORT,73101,fixed512,15514,0,0.08729461121471949
STATS_SHORT,73101,fixed512,15514,1,0.023529055386873166
STATS_SHORT,73101,fixed512,15514,2,0.25079855781863264
STATS_SHORT,73101,fixed512,15514,3,0.06148298657242753
STATS_SHORT,73101,fixed512,15562,0,0.5656203391092217
STATS_SHORT,73101,fixed512,15562,1,0.12708044670170968
STATS_SHORT,73101,fixed512,15562,2,0.24674238926855727
STATS_SHORT,73101,fixed512,15562,3,2.3513462706684964
STATS_SHORT,73101,fixed512,15634,0,1.5743561169773255
STATS_SHORT,73101,fixed512,15634,1,0.043118579826418084
STATS_SHORT,73101,fixed512,15634,2,0.25511393098472024
STATS_SHORT,73101,fixed512,15634,3,0.5922326805396197
STATS_SHORT,73101,fixed512,15683,0,0.2824829055483916
STATS_SHORT,73101,fixed512,15683,1,0.263822956590178
STATS_SHORT,73101,fixed512,15683,2,0.4018862710829074
STATS_SHORT,73101,fixed512,15683,3,0.07428029807776824
STATS_SHORT,73101,fixed512,15731,0,0.6821774267819062
STATS_SHORT,73101,fixed512,15731,1,0.042558730989071265
STATS_SHORT,73101,fixed512,15731,2,0.15025488927821742
STATS_SHORT,73101,fixed512,15731,3,0.4832451034871001
STATS_SHORT,73101,fixed512,15804,0,0.0908743465180392
STATS_SHORT,73101,fixed512,15804,1,0.00830066072222716
STATS_SHORT,73101,fixed512,15804,2,0.21685338822668535
STATS_SHORT,73101,fixed512,15804,3,0.3228116188004983
STATS_SHORT,73101,fixed512,15852,0,0.47002163090360277
STATS_SHORT,73101,fixed512,15852,1,0.16092514930864768
STATS_SHORT,73101,fixed512,15852,2,0.3003825404760037
STATS_SHORT,73101,fixed512,15852,3,0.03711941592096598
STATS_SHORT,73101,fixed512,15900,0,0.6385875076662346
STATS_SHORT,73101,fixed512,15900,1,0.5433901314397566
STATS_SHORT,73101,fixed512,15900,2,0.09320543713693762
STATS_SHORT,73101,fixed512,15900,3,0.7412639264707027
STATS_SHORT,73101,fixed512,15973,0,0.219000923942293
STATS_SHORT,73101,fixed512,15973,1,0.04629384980930549
STATS_SHORT,73101,fixed512,15973,2,0.36332177198611104
STATS_SHORT,73101,fixed512,15973,3,1.7737189585153983
STATS_SHORT,73101,fixed512,16021,0,0.09918790354210004
STATS_SHORT,73101,fixed512,16021,1,0.041739893986279225
STATS_SHORT,73101,fixed512,16021,2,0.31228303351812176
STATS_SHORT,73101,fixed512,16021,3,0.05082172910850192
STATS_SHORT,73101,fixed512,16069,0,0.6252293677145283
STATS_SHORT,73101,fixed512,16069,1,0.42969268495187385
STATS_SHORT,73101,fixed512,16069,2,0.24079259758527502
STATS_SHORT,73101,fixed512,16069,3,0.15200688442859528
STATS_SHORT,73101,fixed512,16118,0,0.5804238190887104
STATS_SHORT,73101,fixed512,16118,1,0.4054070180318903
STATS_SHORT,73101,fixed512,16118,2,0.1143533131361647
STATS_SHORT,73101,fixed512,16118,3,1.3282806242330876
STATS_SHORT,73101,fixed512,16190,0,0.6213401592249251
STATS_SHORT,73101,fixed512,16190,1,0.6590444263717088
STATS_SHORT,73101,fixed512,16190,2,0.17348546187979763
STATS_SHORT,73101,fixed512,16190,3,0.11668882985255975
STATS_SHORT,73101,fixed512,16239,0,0.9397931173121336
STATS_SHORT,73101,fixed512,16239,1,0.8819585066921715
STATS_SHORT,73101,fixed512,16239,2,0.270234232421487
STATS_SHORT,73101,fixed512,16239,3,0.5282121331301809
STATS_SHORT,73101,fixed512,16287,0,0.16352523153448642
STATS_SHORT,73101,fixed512,16287,1,0.2676473808112084
STATS_SHORT,73101,fixed512,16287,2,0.6203565672802361
STATS_SHORT,73101,fixed512,16287,3,0.6114714008929633
STATS_SHORT,73101,fixed512,16359,0,0.9074748674550154
STATS_SHORT,73101,fixed512,16359,1,0.38716730379502734
STATS_SHORT,73101,fixed512,16359,2,0.26237855758012624
STATS_SHORT,73101,fixed512,16359,3,0.8040814544817415
STATS_SHORT,73101,fixed512,16408,0,0.10036662118583249
STATS_SHORT,73101,fixed512,16408,1,0.26068706803573755
STATS_SHORT,73101,fixed512,16408,2,0.24696078643380615
STATS_SHORT,73101,fixed512,16408,3,0.42260295866176606
STATS_SHORT,73101,fixed512,16456,0,1.0735297269881274
STATS_SHORT,73101,fixed512,16456,1,0.20398128647807498
STATS_SHORT,73101,fixed512,16456,2,0.39927139333603506
STATS_SHORT,73101,fixed512,16456,3,0.5089407819591109
STATS_SHORT,73101,fixed512,16528,0,0.30568699561280677
STATS_SHORT,73101,fixed512,16528,1,0.1855003274556585
STATS_SHORT,73101,fixed512,16528,2,0.242836197576536
STATS_SHORT,73101,fixed512,16528,3,0.02194559373107278
STATS_SHORT,73101,fixed512,16577,0,1.8245615521059617
STATS_SHORT,73101,fixed512,16577,1,0.13567818590101846
STATS_SHORT,73101,fixed512,16577,2,0.317835870306215
STATS_SHORT,73101,fixed512,16577,3,0.24798039618118714
STATS_SHORT,73101,fixed512,16625,0,0.21824655060183193
STATS_SHORT,73101,fixed512,16625,1,0.3578758848687787
STATS_SHORT,73101,fixed512,16625,2,1.3088601174165644
STATS_SHORT,73101,fixed512,16625,3,0.8411594017968363
STATS_SHORT,73101,fixed512,16674,0,0.004588790683683191
STATS_SHORT,73101,fixed512,16674,1,0.025527142113630993
STATS_SHORT,73101,fixed512,16674,2,0.17088293323535578
STATS_SHORT,73101,fixed512,16674,3,0.05501449323091099
STATS_SHORT,73101,fixed512,16746,0,0.26506170169354193
STATS_SHORT,73101,fixed512,16746,1,0.13789561924300997
STATS_SHORT,73101,fixed512,16746,2,0.36905801230357466
STATS_SHORT,73101,fixed512,16746,3,0.2663417255402923
STATS_SHORT,73101,fixed512,16794,0,0.7646350873916568
STATS_SHORT,73101,fixed512,16794,1,0.5689925399839599
STATS_SHORT,73101,fixed512,16794,2,0.9005913986114565
STATS_SHORT,73101,fixed512,16794,3,2.2298732504205137
STATS_SHORT,73101,fixed512,16843,0,0.0058814847318129386
STATS_SHORT,73101,fixed512,16843,1,0.007806290320572951
STATS_SHORT,73101,fixed512,16843,2,0.1671442217940632
STATS_SHORT,73101,fixed512,16843,3,0.4751135286149683
STATS_SHORT,73101,fixed512,16915,0,0.19613432153771015
STATS_SHORT,73101,fixed512,16915,1,0.2261055083653459
STATS_SHORT,73101,fixed512,16915,2,0.3678624709576402
