dataset,source,budget,seed,arm,candidate_id,step,lr,prediction_file,checkpoint_available,cache_available,duplicate_group,canonical_id
ettm2_later_32,ettm2_later,32,34001,native_anchor,ettm2_later_32_34001_native_anchor_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_32_34001_native_anchor_0_V_150.npz,True,True,17068e1670dbd42f225f699d7570fecac2703a8693a6170fc6f315353ae9d6ee,ettm2_later_32_34001_native_anchor_0_step150
ettm2_later_32,ettm2_later,32,34001,native_anchor,ettm2_later_32_34001_native_anchor_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_32_34001_native_anchor_0_V_450.npz,True,True,f34213808a1924574b968ed63f59c089c5153c6d2cff98e72d4acf356565470b,ettm2_later_32_34001_native_anchor_0_step450
ettm2_later_32,ettm2_later,32,34001,native_anchor,ettm2_later_32_34001_native_anchor_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_32_34001_native_anchor_0_V_900.npz,True,True,f82cb687cc0aa8a5f6a53da6c278519dd16cc48a3d5c5fb9884eac3733ffd511,ettm2_later_32_34001_native_anchor_0_step900
ettm2_later_32,ettm2_later,32,34001,native_anchor,ettm2_later_32_34001_native_anchor_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_32_34001_native_anchor_1_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_32_34001_native_anchor_0_step0
ettm2_later_32,ettm2_later,32,34001,native_anchor,ettm2_later_32_34001_native_anchor_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_32_34001_native_anchor_1_V_150.npz,True,True,030a0ad5b2c7ddf8f3c2990092a5120dd3834a4a0aea8d7ef197da9f2fe9d808,ettm2_later_32_34001_native_anchor_1_step150
ettm2_later_32,ettm2_later,32,34001,native_anchor,ettm2_later_32_34001_native_anchor_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_32_34001_native_anchor_1_V_450.npz,True,True,2e6ea6331ad22dbc54d87384435704de691d71c5ef6e54c733eb3ece37c98f24,ettm2_later_32_34001_native_anchor_1_step450
ettm2_later_32,ettm2_later,32,34001,native_anchor,ettm2_later_32_34001_native_anchor_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_32_34001_native_anchor_1_V_900.npz,True,True,aab667f4d1bbe8d65a07648529ce79a0fea3a63c4b2eb00fb4999871d5612651,ettm2_later_32_34001_native_anchor_1_step900
ettm2_later_233,ettm2_later,233,34000,native,ettm2_later_233_34000_native_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_0_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_233_34000_native_0_step0
ettm2_later_233,ettm2_later,233,34000,native,ettm2_later_233_34000_native_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_0_V_150.npz,True,True,08f09ac479ea41b9034e34f221f4789dee4e27faff5afc2535e3ea1dc232ce0f,ettm2_later_233_34000_native_0_step150
ettm2_later_233,ettm2_later,233,34000,native,ettm2_later_233_34000_native_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_0_V_450.npz,True,True,bdbe4d2136a40195eed9c28be9af92b8664a6ca528bea31548bb97103c2a21e8,ettm2_later_233_34000_native_0_step450
ettm2_later_233,ettm2_later,233,34000,native,ettm2_later_233_34000_native_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_0_V_900.npz,True,True,4b78b67146b027e48057043a2e112a262e3a2a110aa3b1cabb38c60a562913d3,ettm2_later_233_34000_native_0_step900
ettm2_later_233,ettm2_later,233,34000,native,ettm2_later_233_34000_native_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_1_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_233_34000_native_0_step0
ettm2_later_233,ettm2_later,233,34000,native,ettm2_later_233_34000_native_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_1_V_150.npz,True,True,170379802ff4b696056397de95b4d8f96e4557b2e61afc47e5adaa22833115a7,ettm2_later_233_34000_native_1_step150
ettm2_later_233,ettm2_later,233,34000,native,ettm2_later_233_34000_native_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_1_V_450.npz,True,True,33f387108cba05ea87f5dba3070809ffa8fe93f4eea9e44960581d19333096b0,ettm2_later_233_34000_native_1_step450
ettm2_later_233,ettm2_later,233,34000,native,ettm2_later_233_34000_native_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_1_V_900.npz,True,True,f04e9c35e6e0a008bd711b689fdc2b77bbbf21942701c0190263aacee4dade71,ettm2_later_233_34000_native_1_step900
ettm2_later_233,ettm2_later,233,34000,native_anchor,ettm2_later_233_34000_native_anchor_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_anchor_0_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_233_34000_native_anchor_0_step0
ettm2_later_233,ettm2_later,233,34000,native_anchor,ettm2_later_233_34000_native_anchor_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_anchor_0_V_150.npz,True,True,605622a2d8f339f6b6a572066c2272ac3651ea63001610a4595352b3fd1128c4,ettm2_later_233_34000_native_anchor_0_step150
ettm2_later_233,ettm2_later,233,34000,native_anchor,ettm2_later_233_34000_native_anchor_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_anchor_0_V_450.npz,True,True,72f7eb7fecbac5e1d59084631b0ffaa91366aba89c8630fc8c12d28f530ce6b4,ettm2_later_233_34000_native_anchor_0_step450
ettm2_later_233,ettm2_later,233,34000,native_anchor,ettm2_later_233_34000_native_anchor_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_anchor_0_V_900.npz,True,True,34a0e6a51ce2ea9e9ce64b90116e6e87b9edc7f8b0a4b2539a491fa559ba022f,ettm2_later_233_34000_native_anchor_0_step900
ettm2_later_233,ettm2_later,233,34000,native_anchor,ettm2_later_233_34000_native_anchor_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_anchor_1_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_233_34000_native_anchor_0_step0
ettm2_later_233,ettm2_later,233,34000,native_anchor,ettm2_later_233_34000_native_anchor_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_anchor_1_V_150.npz,True,True,6aca33dc2fc00d8d125ea3697c0f4ac7f860ed77ca6d47d738feec12f0332283,ettm2_later_233_34000_native_anchor_1_step150
ettm2_later_233,ettm2_later,233,34000,native_anchor,ettm2_later_233_34000_native_anchor_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_anchor_1_V_450.npz,True,True,e8935c9486eb629d40756e341cc5c73cc04e2374e22150401371ae61b5689648,ettm2_later_233_34000_native_anchor_1_step450
ettm2_later_233,ettm2_later,233,34000,native_anchor,ettm2_later_233_34000_native_anchor_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34000_native_anchor_1_V_900.npz,True,True,590b0185e02bf68bc662c0a7fdefd103c7b4a40a1f54749ec22ba98cff34bc6b,ettm2_later_233_34000_native_anchor_1_step900
ettm2_later_233,ettm2_later,233,34001,native,ettm2_later_233_34001_native_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_0_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_233_34001_native_0_step0
ettm2_later_233,ettm2_later,233,34001,native,ettm2_later_233_34001_native_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_0_V_150.npz,True,True,1473665539b465658064196749d99afd5e0f22af97ef76c26d214a933344f14f,ettm2_later_233_34001_native_0_step150
ettm2_later_233,ettm2_later,233,34001,native,ettm2_later_233_34001_native_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_0_V_450.npz,True,True,28f973db942dbc82f002bf5a44f978d340938187618d6a5edd55f11b802d8874,ettm2_later_233_34001_native_0_step450
ettm2_later_233,ettm2_later,233,34001,native,ettm2_later_233_34001_native_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_0_V_900.npz,True,True,46a07a1e06f506eab3d7ef10b4473fa1b998f953b4f944cd73bd07e1cc33b239,ettm2_later_233_34001_native_0_step900
ettm2_later_233,ettm2_later,233,34001,native,ettm2_later_233_34001_native_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_1_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_233_34001_native_0_step0
ettm2_later_233,ettm2_later,233,34001,native,ettm2_later_233_34001_native_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_1_V_150.npz,True,True,2b6467f656bd9f704a2c96bf62b7ab1bf977059ae1537b928febc4d9f958c4ba,ettm2_later_233_34001_native_1_step150
ettm2_later_233,ettm2_later,233,34001,native,ettm2_later_233_34001_native_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_1_V_450.npz,True,True,9a7492c132dee244f6e1a953c3aa21395abe5a966c13c4617aaafced07d01ee2,ettm2_later_233_34001_native_1_step450
ettm2_later_233,ettm2_later,233,34001,native,ettm2_later_233_34001_native_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_1_V_900.npz,True,True,99d3c0df924ecb9d7639b863d03f17a4065d351f70619e2f2813aa09aad1923a,ettm2_later_233_34001_native_1_step900
ettm2_later_233,ettm2_later,233,34001,native_anchor,ettm2_later_233_34001_native_anchor_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_anchor_0_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_233_34001_native_anchor_0_step0
ettm2_later_233,ettm2_later,233,34001,native_anchor,ettm2_later_233_34001_native_anchor_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_anchor_0_V_150.npz,True,True,5cae48002bad626c684ca1bacb6e4161c794abffc091b6ee265c65492aebc74f,ettm2_later_233_34001_native_anchor_0_step150
ettm2_later_233,ettm2_later,233,34001,native_anchor,ettm2_later_233_34001_native_anchor_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_anchor_0_V_450.npz,True,True,2071f62adc06f07611cc16368c3fdf331e5dcad904cd7d7a989bac327f15b4eb,ettm2_later_233_34001_native_anchor_0_step450
ettm2_later_233,ettm2_later,233,34001,native_anchor,ettm2_later_233_34001_native_anchor_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_anchor_0_V_900.npz,True,True,eabeb02395190417db3230404598594dd4bb4d18cde6cf9233b62eda505f62cf,ettm2_later_233_34001_native_anchor_0_step900
ettm2_later_233,ettm2_later,233,34001,native_anchor,ettm2_later_233_34001_native_anchor_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_anchor_1_V_0.npz,True,True,c60863e06ad57257a3e10d3831b28f66e0d7ad50d1ac9ea82bb42f55c0680dd5,ettm2_later_233_34001_native_anchor_0_step0
ettm2_later_233,ettm2_later,233,34001,native_anchor,ettm2_later_233_34001_native_anchor_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_anchor_1_V_150.npz,True,True,af6efa980ffdad8db77e0991e66905fa241a2f0400517afc2013b782dc2ed015,ettm2_later_233_34001_native_anchor_1_step150
ettm2_later_233,ettm2_later,233,34001,native_anchor,ettm2_later_233_34001_native_anchor_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_anchor_1_V_450.npz,True,True,00416712a71213b3a264f98cbced52eef30a9474d0783961c7b41ae0da7bccab,ettm2_later_233_34001_native_anchor_1_step450
ettm2_later_233,ettm2_later,233,34001,native_anchor,ettm2_later_233_34001_native_anchor_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/ettm2_later_233_34001_native_anchor_1_V_900.npz,True,True,2d8a99213c9480f9d01b525e81294fe84583f95eb8628df5caaa0d9015c12561,ettm2_later_233_34001_native_anchor_1_step900
electricity_new_32,electricity_new,32,34000,native,electricity_new_32_34000_native_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_0_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_32_34000_native_0_step0
electricity_new_32,electricity_new,32,34000,native,electricity_new_32_34000_native_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_0_V_150.npz,True,True,5a5ef7b315557c4a8d4fe4ae066b74e3aee8a1fe4a22d54b68ae1ace9cfb61c8,electricity_new_32_34000_native_0_step150
electricity_new_32,electricity_new,32,34000,native,electricity_new_32_34000_native_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_0_V_450.npz,True,True,c67c60a1edc4c87f0211d636dabe7a05f1811bbcffd819979466e8421d323e8f,electricity_new_32_34000_native_0_step450
electricity_new_32,electricity_new,32,34000,native,electricity_new_32_34000_native_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_0_V_900.npz,True,True,1f5b7adcfc213b70e873923209eb797f4b61c8c987094dab61afb22378466e5d,electricity_new_32_34000_native_0_step900
electricity_new_32,electricity_new,32,34000,native,electricity_new_32_34000_native_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_1_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_32_34000_native_0_step0
electricity_new_32,electricity_new,32,34000,native,electricity_new_32_34000_native_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_1_V_150.npz,True,True,ea6a4c912d159c90c7b32492cbc23e31efe9c092e3197c0ff22d6acde8bb2dfb,electricity_new_32_34000_native_1_step150
electricity_new_32,electricity_new,32,34000,native,electricity_new_32_34000_native_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_1_V_450.npz,True,True,68ac94c10242f678705c0ac345161eb926362d072eeb3827828fdb9b20639ade,electricity_new_32_34000_native_1_step450
electricity_new_32,electricity_new,32,34000,native,electricity_new_32_34000_native_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_1_V_900.npz,True,True,811c6fc1234d6a4d4ac39644b5b7103007e0fdd53abd269eb56a4c2e948f5e3c,electricity_new_32_34000_native_1_step900
electricity_new_32,electricity_new,32,34000,native_anchor,electricity_new_32_34000_native_anchor_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_anchor_0_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_32_34000_native_anchor_0_step0
electricity_new_32,electricity_new,32,34000,native_anchor,electricity_new_32_34000_native_anchor_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_anchor_0_V_150.npz,True,True,9ad25dbe19a3460092698a60a7b396485fd88637239fd3a2f372532aaabb7a87,electricity_new_32_34000_native_anchor_0_step150
electricity_new_32,electricity_new,32,34000,native_anchor,electricity_new_32_34000_native_anchor_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_anchor_0_V_450.npz,True,True,09a3dab90baf973e333cd5cd66553e6e283799a9abe174f092c5b47ea51ff2fc,electricity_new_32_34000_native_anchor_0_step450
electricity_new_32,electricity_new,32,34000,native_anchor,electricity_new_32_34000_native_anchor_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_anchor_0_V_900.npz,True,True,48ff3b82976466f589624465d0199b4aea733392ad4fcd1529ad3a3f03afc7e8,electricity_new_32_34000_native_anchor_0_step900
electricity_new_32,electricity_new,32,34000,native_anchor,electricity_new_32_34000_native_anchor_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_anchor_1_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_32_34000_native_anchor_0_step0
electricity_new_32,electricity_new,32,34000,native_anchor,electricity_new_32_34000_native_anchor_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_anchor_1_V_150.npz,True,True,f01a45ba1a56ebb6ad6dc20e35f7d7780a8a45ef7d53dcbf529fc22d6add69df,electricity_new_32_34000_native_anchor_1_step150
electricity_new_32,electricity_new,32,34000,native_anchor,electricity_new_32_34000_native_anchor_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_anchor_1_V_450.npz,True,True,6afdc90556a2c14d4e25fa4b79b07846cdb3ab440d51a35023d386f7dd732e37,electricity_new_32_34000_native_anchor_1_step450
electricity_new_32,electricity_new,32,34000,native_anchor,electricity_new_32_34000_native_anchor_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34000_native_anchor_1_V_900.npz,True,True,df9a770ff2141f8a42bcb40f76219902d7a574a284ae361c7c7b89fc7c41dbb8,electricity_new_32_34000_native_anchor_1_step900
electricity_new_32,electricity_new,32,34001,native,electricity_new_32_34001_native_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_0_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_32_34001_native_0_step0
electricity_new_32,electricity_new,32,34001,native,electricity_new_32_34001_native_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_0_V_150.npz,True,True,33b088864e3edfd281c1d0eda7de3045b04656b24cf8d5225edca36e77df661a,electricity_new_32_34001_native_0_step150
electricity_new_32,electricity_new,32,34001,native,electricity_new_32_34001_native_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_0_V_450.npz,True,True,c13cab2fd87645d2201ecd41b33e66eace04d3756ef1f58f48839eb6fa9ae6e0,electricity_new_32_34001_native_0_step450
electricity_new_32,electricity_new,32,34001,native,electricity_new_32_34001_native_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_0_V_900.npz,True,True,80067e1cba4813255feb925b0317910c8eb2ccc550d1128b8793847ce7a006e6,electricity_new_32_34001_native_0_step900
electricity_new_32,electricity_new,32,34001,native,electricity_new_32_34001_native_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_1_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_32_34001_native_0_step0
electricity_new_32,electricity_new,32,34001,native,electricity_new_32_34001_native_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_1_V_150.npz,True,True,35533d54eb9df3b7e627463267acc3cdd73d6ee8cfcd16e2b25a47e5d3099722,electricity_new_32_34001_native_1_step150
electricity_new_32,electricity_new,32,34001,native,electricity_new_32_34001_native_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_1_V_450.npz,True,True,7e493d2401bdfa75f0cd23940dd4afc71d03ff1288d5d04165bd30eb64aa34e6,electricity_new_32_34001_native_1_step450
electricity_new_32,electricity_new,32,34001,native,electricity_new_32_34001_native_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_1_V_900.npz,True,True,1073d4513492615a8f75729d0afbf0b5c08d48b4e752a4e7ce94a2790ed73993,electricity_new_32_34001_native_1_step900
electricity_new_32,electricity_new,32,34001,native_anchor,electricity_new_32_34001_native_anchor_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_anchor_0_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_32_34001_native_anchor_0_step0
electricity_new_32,electricity_new,32,34001,native_anchor,electricity_new_32_34001_native_anchor_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_anchor_0_V_150.npz,True,True,5d63203be1ff714419de4166eb99fcc8701eca172e109a8cdd88f977243eadc2,electricity_new_32_34001_native_anchor_0_step150
electricity_new_32,electricity_new,32,34001,native_anchor,electricity_new_32_34001_native_anchor_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_anchor_0_V_450.npz,True,True,673004a6cf3df1eb2de9e262966ac5baf58614b03c797ff7ff5d02a47bf5d501,electricity_new_32_34001_native_anchor_0_step450
electricity_new_32,electricity_new,32,34001,native_anchor,electricity_new_32_34001_native_anchor_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_anchor_0_V_900.npz,True,True,8e20cf55bd31c47729d061c04c5a4b16788948083f72cdbdcc89289f080e226c,electricity_new_32_34001_native_anchor_0_step900
electricity_new_32,electricity_new,32,34001,native_anchor,electricity_new_32_34001_native_anchor_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_anchor_1_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_32_34001_native_anchor_0_step0
electricity_new_32,electricity_new,32,34001,native_anchor,electricity_new_32_34001_native_anchor_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_anchor_1_V_150.npz,True,True,70768229913fd7336b568fd39dc8c744d9af8b3affa8cdb90513ea477dbe855d,electricity_new_32_34001_native_anchor_1_step150
electricity_new_32,electricity_new,32,34001,native_anchor,electricity_new_32_34001_native_anchor_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_anchor_1_V_450.npz,True,True,526d6506bc77efc7f44773c925063d27e5b1d98246ee8e43cacaf6b522564eb9,electricity_new_32_34001_native_anchor_1_step450
electricity_new_32,electricity_new,32,34001,native_anchor,electricity_new_32_34001_native_anchor_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_32_34001_native_anchor_1_V_900.npz,True,True,a2c5552b838a614f4c157a303984a365a22ced474ebe003bb5c8894ab4bf03b0,electricity_new_32_34001_native_anchor_1_step900
electricity_new_233,electricity_new,233,34000,native,electricity_new_233_34000_native_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_0_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_233_34000_native_0_step0
electricity_new_233,electricity_new,233,34000,native,electricity_new_233_34000_native_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_0_V_150.npz,True,True,360287e7592561b8e0fba502defb2fc4e63ff55b53aab81f56c2574fbf0326f6,electricity_new_233_34000_native_0_step150
electricity_new_233,electricity_new,233,34000,native,electricity_new_233_34000_native_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_0_V_450.npz,True,True,a8dd6c69a9a688619f2003965822fdc0f3a236f00e2b54541925f1d35c2626a2,electricity_new_233_34000_native_0_step450
electricity_new_233,electricity_new,233,34000,native,electricity_new_233_34000_native_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_0_V_900.npz,True,True,9aacc44e470c4003c2c0ad8892f8a223ad45e9445661678505243273d7bc237c,electricity_new_233_34000_native_0_step900
electricity_new_233,electricity_new,233,34000,native,electricity_new_233_34000_native_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_1_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_233_34000_native_0_step0
electricity_new_233,electricity_new,233,34000,native,electricity_new_233_34000_native_1_step150,150,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_1_V_150.npz,True,True,d8cfe65d0c27a21e55fa8bc17bc9c804b2b4e33bf9c9431c0ce25259b35748ad,electricity_new_233_34000_native_1_step150
electricity_new_233,electricity_new,233,34000,native,electricity_new_233_34000_native_1_step450,450,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_1_V_450.npz,True,True,5ab651dcf579b27a380e42fe5f7fe8667ebaa31e735052055c0f714e58b45e7b,electricity_new_233_34000_native_1_step450
electricity_new_233,electricity_new,233,34000,native,electricity_new_233_34000_native_1_step900,900,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_1_V_900.npz,True,True,93745630400f6566781790a178949530c9c11d1138cc6a3568bebf56e0726acc,electricity_new_233_34000_native_1_step900
electricity_new_233,electricity_new,233,34000,native_anchor,electricity_new_233_34000_native_anchor_0_step0,0,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_anchor_0_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_233_34000_native_anchor_0_step0
electricity_new_233,electricity_new,233,34000,native_anchor,electricity_new_233_34000_native_anchor_0_step150,150,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_anchor_0_V_150.npz,True,True,c984b879984df8f7715a355260093c7d89df0d0cf2d727c0332b583056bb1d00,electricity_new_233_34000_native_anchor_0_step150
electricity_new_233,electricity_new,233,34000,native_anchor,electricity_new_233_34000_native_anchor_0_step450,450,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_anchor_0_V_450.npz,True,True,a78a26cfcb11203750b2306a543979b3d2a989b36fdf156570212f4568753b89,electricity_new_233_34000_native_anchor_0_step450
electricity_new_233,electricity_new,233,34000,native_anchor,electricity_new_233_34000_native_anchor_0_step900,900,3e-05,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_anchor_0_V_900.npz,True,True,a54a8b6f96432833c53bafb653d946deb8d927e18ea6f1a07df7269476e916ce,electricity_new_233_34000_native_anchor_0_step900
electricity_new_233,electricity_new,233,34000,native_anchor,electricity_new_233_34000_native_anchor_1_step0,0,0.0001,.cache/anchor_window_study_20260914/anchor/electricity_new_233_34000_native_anchor_1_V_0.npz,True,True,d6a0b1c171f1f81c191ac1d88620d3c2901ba048ce4a3a6c6b969f607b0a08ab,electricity_new_233_34000_native_anchor_0_step0
