dataset,source,budget,seed,arm,rule,candidate_id,step,lr,selection_n_origins,selection_loss,selection_gain_vs_f0_percent,S_loss,D_loss,F0_S,F0_D,S_gain_vs_f0_percent,D_gain_vs_f0_percent,D_loss_difference_vs_f0,D_front4_loss,D_back4_loss,D_front4_gain_percent,D_back4_gain_percent,S_valid_targets,D_valid_targets,D_front4_valid_targets,D_back4_valid_targets,S_improves_D_worsens
beijing_32,beijing,32,34001,native,FROZEN,F0,0,0.0,8,0.2235576123938318,0.0,0.2235576123938318,0.2337798431647763,0.2235576123938318,0.2337798431647763,0.0,0.0,0.0,0.23888881743076446,0.22866385926459287,0.0,0.0,1425,1535,768,767,False
beijing_32,beijing,32,34001,native,FIXED,beijing_32_34001_native_0_step150,150,3e-05,8,0.21393042774448073,4.306355102948255,0.21393042774448073,0.2342798160749428,0.2235576123938318,0.2337798431647763,4.306355102948255,-0.2138648496800104,0.0004999729101665129,0.23866085995804764,0.22990929946490363,0.09542408689049599,-0.544659835759014,1425,1535,768,767,True
beijing_32,beijing,32,34001,native,RECENT4,beijing_32_34001_native_0_step150,150,3e-05,4,0.21671593345262286,8.238683322527475,0.21393042774448073,0.2342798160749428,0.2235576123938318,0.2337798431647763,4.306355102948255,-0.2138648496800104,0.0004999729101665129,0.23866085995804764,0.22990929946490363,0.09542408689049599,-0.544659835759014,1425,1535,768,767,True
beijing_32,beijing,32,34001,native,SPREAD4,beijing_32_34001_native_0_step150,150,3e-05,4,0.21038639853519525,6.762285446398335,0.21393042774448073,0.2342798160749428,0.2235576123938318,0.2337798431647763,4.306355102948255,-0.2138648496800104,0.0004999729101665129,0.23866085995804764,0.22990929946490363,0.09542408689049599,-0.544659835759014,1425,1535,768,767,True
beijing_32,beijing,32,34001,native,ALL8,beijing_32_34001_native_0_step150,150,3e-05,8,0.21393042774448073,4.306355102948255,0.21393042774448073,0.2342798160749428,0.2235576123938318,0.2337798431647763,4.306355102948255,-0.2138648496800104,0.0004999729101665129,0.23866085995804764,0.22990929946490363,0.09542408689049599,-0.544659835759014,1425,1535,768,767,True
beijing_32,beijing,32,34001,native_anchor,FROZEN,F0,0,0.0,8,0.2235576123938318,0.0,0.2235576123938318,0.2337798431647763,0.2235576123938318,0.2337798431647763,0.0,0.0,0.0,0.23888881743076446,0.22866385926459287,0.0,0.0,1425,1535,768,767,False
beijing_32,beijing,32,34001,native_anchor,FIXED,beijing_32_34001_native_anchor_0_step150,150,3e-05,8,0.21454730517043352,4.030418435282445,0.21454730517043352,0.23360873206270816,0.2235576123938318,0.2337798431647763,4.030418435282445,0.07319326583153199,-0.0001711111020681333,0.2372885126323971,0.2299358097754967,0.6698952322584856,-0.5562534083849403,1425,1535,768,767,False
beijing_32,beijing,32,34001,native_anchor,RECENT4,beijing_32_34001_native_anchor_1_step150,150,0.0001,4,0.2146781018618836,9.10153686058568,0.21390996025019934,0.2475810007316313,0.2235576123938318,0.2337798431647763,4.315510458501675,-5.903484825733018,0.013801157566855016,0.2611628109364668,0.2340159992767038,-9.324000070517274,-2.3406147474830417,1425,1535,768,767,True
beijing_32,beijing,32,34001,native_anchor,SPREAD4,beijing_32_34001_native_anchor_0_step150,150,3e-05,4,0.2126668816514419,5.751635350587396,0.21454730517043352,0.23360873206270816,0.2235576123938318,0.2337798431647763,4.030418435282445,0.07319326583153199,-0.0001711111020681333,0.2372885126323971,0.2299358097754967,0.6698952322584856,-0.5562534083849403,1425,1535,768,767,False
beijing_32,beijing,32,34001,native_anchor,ALL8,beijing_32_34001_native_anchor_1_step150,150,0.0001,8,0.21390996025019934,4.315510458501675,0.21390996025019934,0.2475810007316313,0.2235576123938318,0.2337798431647763,4.315510458501675,-5.903484825733018,0.013801157566855016,0.2611628109364668,0.2340159992767038,-9.324000070517274,-2.3406147474830417,1425,1535,768,767,True
beijing_233,beijing,233,34000,native,FROZEN,F0,0,0.0,8,0.2235576123938318,0.0,0.2235576123938318,0.2337798431647763,0.2235576123938318,0.2337798431647763,0.0,0.0,0.0,0.23888881743076446,0.22866385926459287,0.0,0.0,1425,1535,768,767,False
beijing_233,beijing,233,34000,native,FIXED,beijing_233_34000_native_0_step150,150,3e-05,8,0.2165791206676465,3.121563006269531,0.2165791206676465,0.22680469329741476,0.2235576123938318,0.2337798431647763,3.121563006269531,2.983640408401334,-0.00697514986736153,0.22635920778146154,0.2272477576550523,5.244954445360042,0.6192940214054342,1425,1535,768,767,False
beijing_233,beijing,233,34000,native,RECENT4,beijing_233_34000_native_1_step450,450,0.0001,4,0.17721247789802505,24.965137336543762,0.1892749508229308,0.22918258120151686,0.2235576123938318,0.2337798431647763,15.335045496239555,1.9664920213070394,-0.004597261963259436,0.21060890437501228,0.24773481725816404,11.83810668071491,-8.340171487923532,1425,1535,768,767,False
beijing_233,beijing,233,34000,native,SPREAD4,beijing_233_34000_native_1_step450,450,0.0001,4,0.1832690732151559,18.77997031220024,0.1892749508229308,0.22918258120151686,0.2235576123938318,0.2337798431647763,15.335045496239555,1.9664920213070394,-0.004597261963259436,0.21060890437501228,0.24773481725816404,11.83810668071491,-8.340171487923532,1425,1535,768,767,False
beijing_233,beijing,233,34000,native,ALL8,beijing_233_34000_native_1_step450,450,0.0001,8,0.1892749508229308,15.335045496239555,0.1892749508229308,0.22918258120151686,0.2235576123938318,0.2337798431647763,15.335045496239555,1.9664920213070394,-0.004597261963259436,0.21060890437501228,0.24773481725816404,11.83810668071491,-8.340171487923532,1425,1535,768,767,False
beijing_233,beijing,233,34000,native_anchor,FROZEN,F0,0,0.0,8,0.2235576123938318,0.0,0.2235576123938318,0.2337798431647763,0.2235576123938318,0.2337798431647763,0.0,0.0,0.0,0.23888881743076446,0.22866385926459287,0.0,0.0,1425,1535,768,767,False
beijing_233,beijing,233,34000,native_anchor,FIXED,beijing_233_34000_native_anchor_0_step150,150,3e-05,8,0.2189744128115962,2.0501201158659623,0.2189744128115962,0.228682715379609,0.2235576123938318,0.2337798431647763,2.0501201158659623,2.1803110636765477,-0.005097127785167299,0.23017020080863132,0.22719121357991606,3.6496545614404883,0.6440220546495603,1425,1535,768,767,False
beijing_233,beijing,233,34000,native_anchor,RECENT4,beijing_233_34000_native_anchor_1_step450,450,0.0001,4,0.18569232366549399,21.374622322496812,0.19367425137682703,0.2219989241289117,0.2235576123938318,0.2337798431647763,13.36718562030468,5.039321986182094,-0.01178091903586459,0.2081772343137464,0.23581479388318036,12.856015382938123,-3.127269277088931,1425,1535,768,767,False
beijing_233,beijing,233,34000,native_anchor,SPREAD4,beijing_233_34000_native_anchor_1_step450,450,0.0001,4,0.18892389135300125,16.273903745825926,0.19367425137682703,0.2219989241289117,0.2235576123938318,0.2337798431647763,13.36718562030468,5.039321986182094,-0.01178091903586459,0.2081772343137464,0.23581479388318036,12.856015382938123,-3.127269277088931,1425,1535,768,767,False
beijing_233,beijing,233,34000,native_anchor,ALL8,beijing_233_34000_native_anchor_1_step450,450,0.0001,8,0.19367425137682703,13.36718562030468,0.19367425137682703,0.2219989241289117,0.2235576123938318,0.2337798431647763,13.36718562030468,5.039321986182094,-0.01178091903586459,0.2081772343137464,0.23581479388318036,12.856015382938123,-3.127269277088931,1425,1535,768,767,False
beijing_233,beijing,233,34001,native,FROZEN,F0,0,0.0,8,0.2235576123938318,0.0,0.2235576123938318,0.2337798431647763,0.2235576123938318,0.2337798431647763,0.0,0.0,0.0,0.23888881743076446,0.22866385926459287,0.0,0.0,1425,1535,768,767,False
beijing_233,beijing,233,34001,native,FIXED,beijing_233_34001_native_0_step150,150,3e-05,8,0.2196032814981693,1.768819613575189,0.2196032814981693,0.22892637306103458,0.2235576123938318,0.2337798431647763,1.768819613575189,2.076085789963,-0.004853470103741708,0.22918298034542167,0.22866751194474724,4.062909762678934,-0.00159740160343552,1425,1535,768,767,False
beijing_233,beijing,233,34001,native,RECENT4,beijing_233_34001_native_1_step450,450,0.0001,4,0.19651447835380437,16.79233274338869,0.215730207430657,0.22663996220963772,0.2235576123938318,0.2337798431647763,3.501292073823726,3.0541046047781486,-0.007139880955138567,0.2188583447511925,0.23440768993768007,8.384851536793782,-2.511910142494738,1425,1535,768,767,False
beijing_233,beijing,233,34001,native,SPREAD4,beijing_233_34001_native_0_step450,450,3e-05,4,0.19337048077372393,14.303292346833564,0.20767281897741957,0.21953144823419563,0.2235576123938318,0.2337798431647763,7.10545851976119,6.094791893815197,-0.014248394930580666,0.20537022901671118,0.23370092477263354,14.031041207597651,-2.2028253718101354,1425,1535,768,767,False
beijing_233,beijing,233,34001,native,ALL8,beijing_233_34001_native_0_step900,900,3e-05,8,0.20503674247828743,8.284607138725807,0.20503674247828743,0.22054631555801946,0.2235576123938318,0.2337798431647763,8.284607138725807,5.660679478439626,-0.013233527606756834,0.2227776855353871,0.21830007254490125,6.744196764273714,4.532323889320621,1425,1535,768,767,False
beijing_233,beijing,233,34001,native_anchor,FROZEN,F0,0,0.0,8,0.2235576123938318,0.0,0.2235576123938318,0.2337798431647763,0.2235576123938318,0.2337798431647763,0.0,0.0,0.0,0.23888881743076446,0.22866385926459287,0.0,0.0,1425,1535,768,767,False
beijing_233,beijing,233,34001,native_anchor,FIXED,beijing_233_34001_native_anchor_0_step150,150,3e-05,8,0.22010272297264277,1.545413454811231,0.22010272297264277,0.2305229991049147,0.2235576123938318,0.2337798431647763,1.545413454811231,1.3931244096036364,-0.0032568440598615966,0.2327257058104652,0.2283165813070944,2.5799079616129243,0.1518726914761952,1425,1535,768,767,False
beijing_233,beijing,233,34001,native_anchor,RECENT4,beijing_233_34001_native_anchor_1_step450,450,0.0001,4,0.19408725118484726,17.820063179958222,0.2071774628263795,0.21959950152426383,0.2235576123938318,0.2337798431647763,7.32703726437912,6.065681903344275,-0.014180341640512462,0.21143043167787337,0.22776798831705708,11.494211427811669,0.39178510780715786,1425,1535,768,767,False
beijing_233,beijing,233,34001,native_anchor,SPREAD4,beijing_233_34001_native_anchor_1_step450,450,0.0001,4,0.19255971156692198,14.662603920200342,0.2071774628263795,0.21959950152426383,0.2235576123938318,0.2337798431647763,7.32703726437912,6.065681903344275,-0.014180341640512462,0.21143043167787337,0.22776798831705708,11.494211427811669,0.39178510780715786,1425,1535,768,767,False
beijing_233,beijing,233,34001,native_anchor,ALL8,beijing_233_34001_native_anchor_0_step900,900,3e-05,8,0.1983914772575224,11.257113934449833,0.1983914772575224,0.22101364838649368,0.2235576123938318,0.2337798431647763,11.257113934449833,5.460776517539431,-0.012766194778282614,0.21817871951229756,0.22384774589421835,8.669345907942787,2.1061978862176334,1425,1535,768,767,False
ettm2_later_32,ettm2_later,32,34000,native,FROZEN,F0,0,0.0,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native,FIXED,ettm2_later_32_34000_native_0_step150,150,3e-05,8,0.18621977167985165,-12.27289953124264,0.18621977167985165,0.16563536063587816,0.16586350976713798,0.1731747232073473,-12.27289953124264,4.353616065805422,-0.007539362571469144,0.1633677430620634,0.16790297820969297,1.9745193224305224,6.560162673777104,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native,RECENT4,ettm2_later_32_34000_native_0_step0,0,3e-05,4,0.20221484480215207,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native,SPREAD4,ettm2_later_32_34000_native_0_step0,0,3e-05,4,0.20343059602158664,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native,ALL8,ettm2_later_32_34000_native_0_step0,0,3e-05,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native_anchor,FROZEN,F0,0,0.0,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native_anchor,FIXED,ettm2_later_32_34000_native_anchor_0_step150,150,3e-05,8,0.18180256088514865,-9.609739442019585,0.18180256088514865,0.16625222116019817,0.16586350976713798,0.1731747232073473,-9.609739442019585,3.9974090438479424,-0.006922502047149143,0.16419525925644823,0.1683091830639481,1.4779851155997985,6.334105245210715,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native_anchor,RECENT4,ettm2_later_32_34000_native_anchor_0_step0,0,3e-05,4,0.20221484480215207,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native_anchor,SPREAD4,ettm2_later_32_34000_native_anchor_0_step0,0,3e-05,4,0.20343059602158664,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34000,native_anchor,ALL8,ettm2_later_32_34000_native_anchor_0_step0,0,3e-05,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native,FROZEN,F0,0,0.0,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native,FIXED,ettm2_later_32_34001_native_0_step150,150,3e-05,8,0.18580281860349734,-12.021516284294782,0.18580281860349734,0.165362483801037,0.16586350976713798,0.1731747232073473,-12.021516284294782,4.5111891976039065,-0.007812239406310317,0.16415060126939376,0.16657436633268022,1.5047812294779463,7.2995496637012165,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native,RECENT4,ettm2_later_32_34001_native_0_step0,0,3e-05,4,0.20221484480215207,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native,SPREAD4,ettm2_later_32_34001_native_0_step0,0,3e-05,4,0.20343059602158664,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native,ALL8,ettm2_later_32_34001_native_0_step0,0,3e-05,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native_anchor,FROZEN,F0,0,0.0,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native_anchor,FIXED,ettm2_later_32_34001_native_anchor_0_step150,150,3e-05,8,0.18102636450828583,-9.141766481630313,0.18102636450828583,0.1662900479076592,0.16586350976713798,0.1731747232073473,-9.141766481630313,3.9755659325898765,-0.006884675299688114,0.16519003450441555,0.1673900613109028,0.881090526616591,6.845606518167805,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native_anchor,RECENT4,ettm2_later_32_34001_native_anchor_0_step0,0,3e-05,4,0.20221484480215207,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native_anchor,SPREAD4,ettm2_later_32_34001_native_anchor_0_step0,0,3e-05,4,0.20343059602158664,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_32,ettm2_later,32,34001,native_anchor,ALL8,ettm2_later_32_34001_native_anchor_0_step0,0,3e-05,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native,FROZEN,F0,0,0.0,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native,FIXED,ettm2_later_233_34000_native_0_step150,150,3e-05,8,0.1701241717694424,-2.5687759823038285,0.1701241717694424,0.1723049833286125,0.16586350976713798,0.1731747232073473,-2.5687759823038285,0.5022325791122817,-0.0008697398787348154,0.1630611219079171,0.1815488447493079,2.1585010893187526,-1.033910780027537,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native,RECENT4,ettm2_later_233_34000_native_0_step0,0,3e-05,4,0.20221484480215207,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native,SPREAD4,ettm2_later_233_34000_native_0_step0,0,3e-05,4,0.20343059602158664,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native,ALL8,ettm2_later_233_34000_native_0_step0,0,3e-05,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native_anchor,FROZEN,F0,0,0.0,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native_anchor,FIXED,ettm2_later_233_34000_native_anchor_0_step150,150,3e-05,8,0.16808111985782673,-1.3370090225403581,0.16808111985782673,0.17250858171102282,0.16586350976713798,0.1731747232073473,-1.3370090225403581,0.38466439211622083,-0.0006661414963244905,0.1649264102154261,0.18009075320661957,1.0392729019258777,-0.22246694497307357,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native_anchor,RECENT4,ettm2_later_233_34000_native_anchor_0_step0,0,3e-05,4,0.20221484480215207,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native_anchor,SPREAD4,ettm2_later_233_34000_native_anchor_0_step0,0,3e-05,4,0.20343059602158664,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34000,native_anchor,ALL8,ettm2_later_233_34000_native_anchor_0_step0,0,3e-05,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native,FROZEN,F0,0,0.0,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native,FIXED,ettm2_later_233_34001_native_0_step150,150,3e-05,8,0.16815465841698463,-1.3813458144369857,0.16815465841698463,0.1734250188240204,0.16586350976713798,0.1731747232073473,-1.3813458144369857,-0.1445335739751111,0.0002502956166730852,0.16211419168541047,0.18473584596263032,2.726687247060231,-2.807511689949512,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native,RECENT4,ettm2_later_233_34001_native_0_step0,0,3e-05,4,0.20221484480215207,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native,SPREAD4,ettm2_later_233_34001_native_0_step0,0,3e-05,4,0.20343059602158664,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native,ALL8,ettm2_later_233_34001_native_0_step0,0,3e-05,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native_anchor,FROZEN,F0,0,0.0,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native_anchor,FIXED,ettm2_later_233_34001_native_anchor_0_step150,150,3e-05,8,0.1672997397045268,-0.8659107355229573,0.1672997397045268,0.1732314666950604,0.16586350976713798,0.1731747232073473,-0.8659107355229573,-0.032766610889944627,5.6743487713090124e-05,0.16350459607044462,0.18295833731967617,1.8924034672604761,-1.8183087573120595,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native_anchor,RECENT4,ettm2_later_233_34001_native_anchor_0_step0,0,3e-05,4,0.20221484480215207,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native_anchor,SPREAD4,ettm2_later_233_34001_native_anchor_0_step0,0,3e-05,4,0.20343059602158664,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
ettm2_later_233,ettm2_later,233,34001,native_anchor,ALL8,ettm2_later_233_34001_native_anchor_0_step0,0,3e-05,8,0.16586350976713798,0.0,0.16586350976713798,0.1731747232073473,0.16586350976713798,0.1731747232073473,0.0,0.0,0.0,0.16665844628645188,0.1796910001282427,0.0,0.0,1536,1536,768,768,False
electricity_new_32,electricity_new,32,34000,native,FROZEN,F0,0,0.0,8,0.17036354725255062,0.0,0.17036354725255062,0.11940146822492492,0.17036354725255062,0.11940146822492492,0.0,0.0,0.0,0.12118594150183318,0.11761699494801664,0.0,0.0,1536,1536,768,768,False
