arm,batch,censored,saturated,zero_gradient,saturated_zero_gradient,censor_loss_sum,saturated_zero_loss_sum,lower_bound_minus_upper_support_mean
CENSORED_LOSS_LORA,0,44,0,0,0,57.92694091796875,0.0,-2.386399984359741
CENSORED_LOSS_LORA,1,23,0,0,0,37.03565216064453,0.0,-3.9745404720306396
CENSORED_LOSS_LORA,2,23,0,0,0,43.21779251098633,0.0,-1.213372826576233
CENSORED_LOSS_LORA,3,8,0,0,0,19.158483505249023,0.0,-2.950336456298828
CENSORED_LOSS_LORA,4,6,0,0,0,7.91220760345459,0.0,-0.2997027337551117
CENSORED_LOSS_LORA,5,30,0,0,0,53.455970764160156,0.0,-1.534117341041565
CENSORED_LOSS_LORA,6,18,5,5,5,91.42344665527344,69.07755279541016,-4.062353134155273
CENSORED_LOSS_LORA,7,20,8,8,8,127.38394927978516,110.52408599853516,0.8423163294792175
CENSORED_LOSS_LORA,8,21,0,0,0,42.49726104736328,0.0,-1.3269613981246948
CENSORED_LOSS_LORA,9,35,0,0,0,54.12004852294922,0.0,-2.0756187438964844
CENSORED_LOSS_LORA,10,11,0,0,0,23.918264389038086,0.0,-2.959519863128662
CENSORED_LOSS_LORA,11,16,0,0,0,31.695240020751953,0.0,-0.8342048525810242
CENSORED_LOSS_LORA,12,11,0,0,0,29.952728271484375,0.0,-1.2981736660003662
CENSORED_LOSS_LORA,13,28,1,1,1,78.92802429199219,13.815510749816895,-2.0012929439544678
CENSORED_LOSS_LORA,14,18,0,0,0,42.01218032836914,0.0,-2.7800521850585938
CENSORED_LOSS_LORA,15,33,0,0,0,54.879947662353516,0.0,-1.7367457151412964
CENSORED_LOSS_LORA,16,18,0,0,0,30.20558738708496,0.0,-0.4860828220844269
CENSORED_LOSS_LORA,17,35,0,0,0,60.67015075683594,0.0,-0.9526228904724121
CENSORED_LOSS_LORA,18,31,0,0,0,48.09044647216797,0.0,-1.8224945068359375
CENSORED_LOSS_LORA,19,6,0,0,0,12.305740356445312,0.0,-1.1753636598587036
CENSORED_LOSS_LORA,20,18,2,2,2,66.99476623535156,27.63102149963379,-1.0937825441360474
CENSORED_LOSS_LORA,21,32,0,0,0,44.47597885131836,0.0,-0.44199472665786743
CENSORED_LOSS_LORA,22,27,0,0,0,39.94544219970703,0.0,-0.536754846572876
CENSORED_LOSS_LORA,23,31,0,0,0,41.173828125,0.0,-0.5328361988067627
CENSORED_LOSS_LORA,24,52,0,0,0,78.30964660644531,0.0,-1.1068722009658813
CENSORED_LOSS_LORA,25,32,0,0,0,43.97675323486328,0.0,-0.8805274963378906
CENSORED_LOSS_LORA,26,31,0,0,0,52.90058135986328,0.0,-1.4347259998321533
CENSORED_LOSS_LORA,27,20,0,0,0,42.84668731689453,0.0,-2.571174383163452
CENSORED_LOSS_LORA,28,17,2,2,2,55.2934455871582,27.63102149963379,0.15409816801548004
CENSORED_LOSS_LORA,29,35,2,2,2,80.4544677734375,27.63102149963379,-1.1845111846923828
CENSORED_LOSS_LORA,30,34,0,0,0,72.50511932373047,0.0,-0.7063237428665161
CENSORED_LOSS_LORA,31,5,0,0,0,13.692169189453125,0.0,-0.925727367401123
CENSORED_LOSS_LORA,32,19,0,0,0,30.965892791748047,0.0,-0.3260520100593567
CENSORED_LOSS_LORA,33,12,1,1,1,32.99004364013672,13.815510749816895,-0.41266754269599915
CENSORED_LOSS_LORA,34,16,0,0,0,34.19093322753906,0.0,-1.53830087184906
CENSORED_LOSS_LORA,35,28,0,0,0,73.23602294921875,0.0,-2.0720980167388916
CENSORED_LOSS_LORA,36,29,0,0,0,57.39464569091797,0.0,-0.9883220791816711
CENSORED_LOSS_LORA,37,17,0,0,0,33.167301177978516,0.0,-0.9460934996604919
CENSORED_LOSS_LORA,38,21,0,0,0,39.19520950317383,0.0,-6.481574535369873
CENSORED_LOSS_LORA,39,14,1,1,1,37.37863540649414,13.815510749816895,-1.1702810525894165
CENSORED_LOSS_LORA,40,21,0,0,0,43.93975830078125,0.0,-1.1839631795883179
CENSORED_LOSS_LORA,41,26,0,0,0,46.54808807373047,0.0,-1.014612078666687
CENSORED_LOSS_LORA,42,24,0,0,0,37.03384017944336,0.0,-1.6622267961502075
CENSORED_LOSS_LORA,43,32,0,0,0,51.73884201049805,0.0,-1.2151620388031006
CENSORED_LOSS_LORA,44,21,0,0,0,37.23054122924805,0.0,-1.4161882400512695
CENSORED_LOSS_LORA,45,40,0,0,0,68.58000183105469,0.0,-0.8368654251098633
CENSORED_LOSS_LORA,46,34,0,0,0,46.23889923095703,0.0,-0.9363670349121094
CENSORED_LOSS_LORA,47,31,0,0,0,56.16480255126953,0.0,-1.8759634494781494
CENSORED_LOSS_LORA,48,5,0,0,0,14.384227752685547,0.0,-1.4888311624526978
CENSORED_LOSS_LORA,49,29,0,0,0,31.801738739013672,0.0,-1.7512332201004028
CENSORED_LOSS_LORA,50,25,0,0,0,42.824302673339844,0.0,-1.134338140487671
CENSORED_LOSS_LORA,51,27,0,0,0,40.11366271972656,0.0,-0.7439297437667847
CENSORED_LOSS_LORA,52,32,0,0,0,46.31113815307617,0.0,-0.7781522274017334
CENSORED_LOSS_LORA,53,9,0,0,0,22.65819549560547,0.0,-1.0466303825378418
CENSORED_LOSS_LORA,54,38,0,0,0,70.24163055419922,0.0,-1.0643821954727173
CENSORED_LOSS_LORA,55,11,0,0,0,23.647321701049805,0.0,-2.1712589263916016
CENSORED_LOSS_LORA,56,14,0,0,0,20.878713607788086,0.0,-0.5023660659790039
CENSORED_LOSS_LORA,57,20,0,0,0,34.37276840209961,0.0,-2.1286826133728027
CENSORED_LOSS_LORA,58,11,2,2,2,49.60074996948242,27.63102149963379,-0.9103882312774658
CENSORED_LOSS_LORA,59,23,0,0,0,33.9671630859375,0.0,-0.976871907711029
CENSORED_LOSS_LORA,60,20,0,0,0,47.142494201660156,0.0,-6.127020835876465
CENSORED_LOSS_LORA,61,9,0,0,0,16.835750579833984,0.0,-0.5889460444450378
CENSORED_LOSS_LORA,62,46,0,0,0,40.476654052734375,0.0,-1.1688536405563354
CENSORED_LOSS_LORA,63,18,4,4,4,77.87020111083984,55.26204299926758,0.4808577299118042
CENSORED_LOSS_LORA,64,6,0,0,0,11.434368133544922,0.0,-0.6683526039123535
CENSORED_LOSS_LORA,65,32,0,0,0,41.44636535644531,0.0,-2.1288318634033203
CENSORED_LOSS_LORA,66,21,0,0,0,26.37856674194336,0.0,-0.589507520198822
CENSORED_LOSS_LORA,67,48,0,0,0,77.89730834960938,0.0,-1.7349281311035156
CENSORED_LOSS_LORA,68,6,0,0,0,10.809747695922852,0.0,-0.8947112560272217
CENSORED_LOSS_LORA,69,11,8,8,8,116.54537200927734,110.52408599853516,1.0638563632965088
CENSORED_LOSS_LORA,70,50,10,10,10,208.63790893554688,138.1551055908203,-0.9904294013977051
CENSORED_LOSS_LORA,71,17,0,0,0,27.650178909301758,0.0,-4.425368785858154
CENSORED_LOSS_LORA,72,17,0,0,0,28.505016326904297,0.0,-0.8259276151657104
CENSORED_LOSS_LORA,73,9,0,0,0,15.298456192016602,0.0,-0.5872897505760193
CENSORED_LOSS_LORA,74,6,2,2,2,38.13990783691406,27.63102149963379,0.006260494235903025
CENSORED_LOSS_LORA,75,16,0,0,0,29.214420318603516,0.0,-1.1216886043548584
CENSORED_LOSS_LORA,76,19,0,0,0,39.755435943603516,0.0,-8.901559829711914
CENSORED_LOSS_LORA,77,15,6,6,6,95.12199401855469,82.89306640625,-0.6000727415084839
CENSORED_LOSS_LORA,78,14,1,1,1,40.909523010253906,13.815510749816895,-0.6437187790870667
CENSORED_LOSS_LORA,79,5,0,0,0,11.827021598815918,0.0,-0.9746047854423523
CENSORED_LOSS_LORA,80,18,0,0,0,33.58954620361328,0.0,-0.5627815127372742
CENSORED_LOSS_LORA,81,6,0,0,0,9.409553527832031,0.0,-31.925888061523438
CENSORED_LOSS_LORA,82,18,0,0,0,35.157623291015625,0.0,-5.836753845214844
CENSORED_LOSS_LORA,83,15,0,0,0,21.530155181884766,0.0,-0.5553558468818665
CENSORED_LOSS_LORA,84,30,0,0,0,46.81317138671875,0.0,-1.0156605243682861
CENSORED_LOSS_LORA,85,18,0,0,0,27.555400848388672,0.0,-0.8143427968025208
CENSORED_LOSS_LORA,86,8,0,0,0,17.704925537109375,0.0,-1.6851017475128174
CENSORED_LOSS_LORA,87,8,0,0,0,17.197914123535156,0.0,-1.1488358974456787
CENSORED_LOSS_LORA,88,20,0,0,0,45.90045166015625,0.0,-1.6708557605743408
CENSORED_LOSS_LORA,89,31,9,9,9,148.31341552734375,124.339599609375,0.6882747411727905
CENSORED_LOSS_LORA,90,44,0,0,0,65.47892761230469,0.0,-2.1231634616851807
CENSORED_LOSS_LORA,91,13,0,0,0,23.936574935913086,0.0,-1.5911637544631958
CENSORED_LOSS_LORA,92,21,0,0,0,39.10479736328125,0.0,-0.9207099080085754
CENSORED_LOSS_LORA,93,20,0,0,0,34.446590423583984,0.0,-0.9575532674789429
CENSORED_LOSS_LORA,94,8,0,0,0,14.243168830871582,0.0,-0.8438009023666382
CENSORED_LOSS_LORA,95,21,0,0,0,40.496620178222656,0.0,-1.0420728921890259
CENSORED_LOSS_LORA,96,20,0,0,0,26.787145614624023,0.0,-0.8624181747436523
CENSORED_LOSS_LORA,97,21,4,4,4,93.5305404663086,55.26204299926758,-0.7222248315811157
CENSORED_LOSS_LORA,98,6,0,0,0,13.666921615600586,0.0,-1.1842551231384277
CENSORED_LOSS_LORA,99,25,1,1,1,49.74806213378906,13.815510749816895,-0.44673943519592285
CENSORED_LOSS_LORA,100,17,1,1,1,44.54657745361328,13.815510749816895,-1.5261099338531494
CENSORED_LOSS_LORA,101,23,0,0,0,35.18933868408203,0.0,-0.5035753846168518
CENSORED_LOSS_LORA,102,20,0,0,0,39.14768981933594,0.0,-0.9477938413619995
CENSORED_LOSS_LORA,103,33,0,0,0,52.81616973876953,0.0,-0.9840972423553467
CENSORED_LOSS_LORA,104,64,0,0,0,124.41804504394531,0.0,-8.73690414428711
CENSORED_LOSS_LORA,105,13,0,0,0,20.205841064453125,0.0,-0.9726368188858032
CENSORED_LOSS_LORA,106,11,0,0,0,17.619340896606445,0.0,-0.750619113445282
CENSORED_LOSS_LORA,107,14,0,0,0,18.32479476928711,0.0,-0.6725434064865112
CENSORED_LOSS_LORA,108,37,0,0,0,63.27204132080078,0.0,-4.191018104553223
CENSORED_LOSS_LORA,109,20,10,10,10,155.42071533203125,138.1551055908203,0.44531527161598206
CENSORED_LOSS_LORA,110,33,4,4,4,110.0872802734375,55.26204299926758,-0.29785922169685364
CENSORED_LOSS_LORA,111,27,0,0,0,41.43558120727539,0.0,-0.4862319827079773
CENSORED_LOSS_LORA,112,24,0,0,0,44.286705017089844,0.0,-1.3068095445632935
CENSORED_LOSS_LORA,113,26,0,0,0,45.72410583496094,0.0,-14.149093627929688
CENSORED_LOSS_LORA,114,11,0,0,0,29.174562454223633,0.0,-0.6339988708496094
CENSORED_LOSS_LORA,115,13,0,0,0,23.974699020385742,0.0,-0.6604509949684143
CENSORED_LOSS_LORA,116,18,0,0,0,30.52092933654785,0.0,-0.7740993499755859
CENSORED_LOSS_LORA,117,12,0,0,0,25.463523864746094,0.0,-1.333177924156189
CENSORED_LOSS_LORA,118,31,7,7,7,137.79075622558594,96.70857238769531,-0.43155786395072937
CENSORED_LOSS_LORA,119,28,0,0,0,29.251340866088867,0.0,-78.79830169677734
CENSORED_LOSS_LORA,120,20,0,0,0,37.7144775390625,0.0,-6.673408508300781
CENSORED_LOSS_LORA,121,16,0,0,0,26.787818908691406,0.0,-1.7501275539398193
CENSORED_LOSS_LORA,122,27,0,0,0,42.81808853149414,0.0,-72.69717407226562
CENSORED_LOSS_LORA,123,52,0,0,0,98.12114715576172,0.0,-1.7299079895019531
CENSORED_LOSS_LORA,124,27,0,0,0,44.25576400756836,0.0,-1.2365541458129883
CENSORED_LOSS_LORA,125,28,0,0,0,62.08208084106445,0.0,-1.2174365520477295
CENSORED_LOSS_LORA,126,8,3,3,3,50.779354095458984,41.446533203125,-0.13592684268951416
CENSORED_LOSS_LORA,127,19,0,0,0,31.73737907409668,0.0,-1.1267869472503662
CENSORED_LOSS_LORA,128,20,0,0,0,37.24930191040039,0.0,-1.149759292602539
CENSORED_LOSS_LORA,129,33,4,4,4,117.30686950683594,55.26204299926758,-0.4557848572731018
CENSORED_LOSS_LORA,130,21,0,0,0,35.20405197143555,0.0,-1.3987170457839966
CENSORED_LOSS_LORA,131,27,0,0,0,50.113037109375,0.0,-0.6580970883369446
CENSORED_LOSS_LORA,132,32,0,0,0,49.86235809326172,0.0,-12.247150421142578
CENSORED_LOSS_LORA,133,15,0,0,0,24.703250885009766,0.0,-1.9415925741195679
CENSORED_LOSS_LORA,134,13,0,0,0,30.201030731201172,0.0,-4.361079692840576
CENSORED_LOSS_LORA,135,32,0,0,0,53.21369934082031,0.0,-2.3802742958068848
CENSORED_LOSS_LORA,136,44,0,0,0,54.89533615112305,0.0,-0.6592022180557251
CENSORED_LOSS_LORA,137,17,0,0,0,41.45419692993164,0.0,-1.8483389616012573
CENSORED_LOSS_LORA,138,8,0,0,0,15.801420211791992,0.0,-1.4224090576171875
CENSORED_LOSS_LORA,139,7,0,0,0,14.71153450012207,0.0,-1.1004645824432373
CENSORED_LOSS_LORA,140,36,0,0,0,69.40005493164062,0.0,-1.1313639879226685
CENSORED_LOSS_LORA,141,10,0,0,0,17.099273681640625,0.0,-0.36908167600631714
CENSORED_LOSS_LORA,142,21,0,0,0,36.13105010986328,0.0,-3.036485195159912
CENSORED_LOSS_LORA,143,30,0,0,0,57.47484588623047,0.0,-0.9182814955711365
CENSORED_LOSS_LORA,144,20,6,6,6,111.91049194335938,82.89306640625,-2.42185378074646
CENSORED_LOSS_LORA,145,13,0,0,0,21.262632369995117,0.0,-1.9444959163665771
CENSORED_LOSS_LORA,146,18,0,0,0,31.72864532470703,0.0,-1.3225072622299194
CENSORED_LOSS_LORA,147,14,0,0,0,26.224651336669922,0.0,-1.8782135248184204
CENSORED_LOSS_LORA,148,36,0,0,0,53.449275970458984,0.0,-1.2605857849121094
CENSORED_LOSS_LORA,149,31,0,0,0,51.35986328125,0.0,-1.00011146068573
CENSORED_LOSS_LORA,150,65,0,0,0,107.0160903930664,0.0,-2.055133581161499
CENSORED_LOSS_LORA,151,47,1,1,1,83.29541015625,13.815510749816895,-0.9084587097167969
CENSORED_LOSS_LORA,152,24,5,5,5,100.73907470703125,69.07755279541016,-0.021803006529808044
CENSORED_LOSS_LORA,153,33,13,13,13,216.5259246826172,179.6016387939453,0.1297108680009842
CENSORED_LOSS_LORA,154,16,0,0,0,23.849714279174805,0.0,-0.43864989280700684
CENSORED_LOSS_LORA,155,12,0,0,0,29.852947235107422,0.0,-3.402467966079712
CENSORED_LOSS_LORA,156,16,0,0,0,20.261573791503906,0.0,-1.634377121925354
CENSORED_LOSS_LORA,157,27,0,0,0,47.630332946777344,0.0,-0.6421719193458557
CENSORED_LOSS_LORA,158,42,0,0,0,61.90229415893555,0.0,-1.798034906387329
CENSORED_LOSS_LORA,159,31,0,0,0,51.644256591796875,0.0,-0.9448349475860596
CENSORED_LOSS_LORA,160,10,0,0,0,16.026092529296875,0.0,-0.48721832036972046
CENSORED_LOSS_LORA,161,16,0,0,0,29.073963165283203,0.0,-0.7897571921348572
CENSORED_LOSS_LORA,162,33,0,0,0,74.06658172607422,0.0,-2.9812686443328857
CENSORED_LOSS_LORA,163,18,0,0,0,33.59272766113281,0.0,-1.4245641231536865
CENSORED_LOSS_LORA,164,21,1,1,1,41.994075775146484,13.815510749816895,-0.9154683351516724
CENSORED_LOSS_LORA,165,31,0,0,0,46.06387710571289,0.0,-0.665562093257904
CENSORED_LOSS_LORA,166,22,0,0,0,42.17766571044922,0.0,-0.9539440274238586
CENSORED_LOSS_LORA,167,18,0,0,0,32.295867919921875,0.0,-12.604751586914062
CENSORED_LOSS_LORA,168,15,0,0,0,27.054763793945312,0.0,-0.8879908323287964
CENSORED_LOSS_LORA,169,19,0,0,0,27.906028747558594,0.0,-2.3570194244384766
CENSORED_LOSS_LORA,170,20,0,0,0,34.694000244140625,0.0,-0.6054133772850037
CENSORED_LOSS_LORA,171,12,0,0,0,22.743282318115234,0.0,-0.8323902487754822
CENSORED_LOSS_LORA,172,20,0,0,0,37.44248962402344,0.0,-1.4250520467758179
