config,arm,train_episodes,validation_episode,alpha,MAE_K,train_rows,validation_origins,n_features
SUPPLY_15M,CURRENT_PLAN,0,1,0.01,0.4221246881791413,130,130,80
SUPPLY_15M,CURRENT_PLAN,0,1,0.1,0.4682375931074901,130,130,80
SUPPLY_15M,CURRENT_PLAN,0,1,1.0,0.6683865297275922,130,130,80
SUPPLY_15M,CURRENT_PLAN,0,1,10.0,1.2001639349529274,130,130,80
SUPPLY_15M,CURRENT_PLAN,0,1,100.0,1.789978048680609,130,130,80
SUPPLY_15M,CURRENT_PLAN,0,1,1000.0,2.633628685683841,130,130,80
SUPPLY_15M,CURRENT_PLAN,0,1,10000.0,3.408304539764924,130,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1",2,0.01,0.16425757018876488,260,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1",2,0.1,0.16894443072390453,260,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1",2,1.0,0.17633013011991108,260,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1",2,10.0,0.2111368243024902,260,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1",2,100.0,0.36219857983599785,260,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1",2,1000.0,0.6434304612319028,260,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1",2,10000.0,1.538670260361578,260,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2",3,0.01,0.2890334188729554,390,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2",3,0.1,0.2927654979362808,390,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2",3,1.0,0.3021890880102307,390,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2",3,10.0,0.36418222670933353,390,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2",3,100.0,0.8233953430685311,390,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2",3,1000.0,1.6948162981354145,390,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2",3,10000.0,2.8771865472376543,390,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2,3",4,0.01,0.14103318456150735,520,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2,3",4,0.1,0.1434404189728771,520,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2,3",4,1.0,0.1482877567217061,520,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2,3",4,10.0,0.15849836094402386,520,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2,3",4,100.0,0.26971091036446304,520,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2,3",4,1000.0,0.5438914495809702,520,130,80
SUPPLY_15M,CURRENT_PLAN,"0,1,2,3",4,10000.0,1.4125248374408543,520,130,80
SUPPLY_15M,HISTORY_SUMMARY_PLAN,0,1,0.01,0.37505536823271696,130,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,0,1,0.1,0.5053602800895712,130,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,0,1,1.0,0.8718250303348738,130,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,0,1,10.0,1.3261285407029912,130,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,0,1,100.0,1.917426054718985,130,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,0,1,1000.0,2.7115526329145396,130,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,0,1,10000.0,3.4120955806234363,130,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1",2,0.01,0.16620754849631345,260,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1",2,0.1,0.16790824785542036,260,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1",2,1.0,0.17327851665968821,260,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1",2,10.0,0.2149632243017842,260,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1",2,100.0,0.3502133891770126,260,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1",2,1000.0,0.6261992681164895,260,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1",2,10000.0,1.5238728657651694,260,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2",3,0.01,0.28967338160549755,390,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2",3,0.1,0.30134623466391147,390,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2",3,1.0,0.3082125839733881,390,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2",3,10.0,0.3917879865588263,390,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2",3,100.0,0.7620524069403803,390,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2",3,1000.0,1.6930766425930732,390,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2",3,10000.0,2.874696728231803,390,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,0.01,0.16750332592035588,520,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,0.1,0.16791387519790454,520,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,1.0,0.16793943028145572,520,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,10.0,0.17895426710755857,520,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,100.0,0.2819365660219439,520,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,1000.0,0.524234130112162,520,130,92
SUPPLY_15M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,10000.0,1.384156463889165,520,130,92
SUPPLY_15M,HISTORY_LAGS_PLAN,0,1,0.01,0.5911948403409856,130,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,0,1,0.1,0.5985539005070973,130,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,0,1,1.0,0.7146760669273814,130,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,0,1,10.0,1.2199201405646571,130,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,0,1,100.0,2.1272685023441076,130,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,0,1,1000.0,3.063520845316299,130,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,0,1,10000.0,3.5280334816795027,130,130,560
