config,arm,train_episodes,validation_episode,alpha,MAE_K,train_rows,validation_origins,n_features
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1",2,0.01,0.17531952392410852,260,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1",2,0.1,0.17657306657074073,260,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1",2,1.0,0.17832513156302154,260,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1",2,10.0,0.1964377486999313,260,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1",2,100.0,0.3106197077068646,260,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1",2,1000.0,0.6607116101372942,260,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1",2,10000.0,1.3976892671135763,260,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2",3,0.01,0.29860298845780175,390,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2",3,0.1,0.30509021093999794,390,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2",3,1.0,0.30587771490640875,390,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2",3,10.0,0.3332485228811093,390,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2",3,100.0,0.629167850810672,390,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2",3,1000.0,1.620088312039729,390,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2",3,10000.0,2.933556016509274,390,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2,3",4,0.01,0.16310053273024644,520,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2,3",4,0.1,0.1643722903902885,520,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2,3",4,1.0,0.1651585150394781,520,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2,3",4,10.0,0.16912683418760643,520,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2,3",4,100.0,0.21482381034722214,520,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2,3",4,1000.0,0.4804222678237398,520,130,560
SUPPLY_15M,HISTORY_LAGS_PLAN,"0,1,2,3",4,10000.0,1.2396229023544107,520,130,560
