config,arm,train_episodes,validation_episode,alpha,MAE_K,train_rows,validation_origins,n_features
ZONE_360M,CURRENT_PLAN,0,1,0.01,1.1314857079084888,12,12,166
ZONE_360M,CURRENT_PLAN,0,1,0.1,1.133694098324625,12,12,166
ZONE_360M,CURRENT_PLAN,0,1,1.0,1.149625608324531,12,12,166
ZONE_360M,CURRENT_PLAN,0,1,10.0,1.292686456198393,12,12,166
ZONE_360M,CURRENT_PLAN,0,1,100.0,2.0724477897659854,12,12,166
ZONE_360M,CURRENT_PLAN,0,1,1000.0,3.060492912792571,12,12,166
ZONE_360M,CURRENT_PLAN,0,1,10000.0,3.3037345708867503,12,12,166
ZONE_360M,CURRENT_PLAN,"0,1",2,0.01,1.39579504829006,24,12,166
ZONE_360M,CURRENT_PLAN,"0,1",2,0.1,1.3220946889568703,24,12,166
ZONE_360M,CURRENT_PLAN,"0,1",2,1.0,1.2494283372707056,24,12,166
ZONE_360M,CURRENT_PLAN,"0,1",2,10.0,1.1855447564431048,24,12,166
ZONE_360M,CURRENT_PLAN,"0,1",2,100.0,0.8806160193161312,24,12,166
ZONE_360M,CURRENT_PLAN,"0,1",2,1000.0,0.5264304928105438,24,12,166
ZONE_360M,CURRENT_PLAN,"0,1",2,10000.0,0.5239634243880396,24,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2",3,0.01,1.2054135190332214,36,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2",3,0.1,1.0225294729544685,36,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2",3,1.0,0.9011857240910268,36,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2",3,10.0,0.8038139145799177,36,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2",3,100.0,0.8428470282631579,36,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2",3,1000.0,2.4986817872475373,36,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2",3,10000.0,3.558183260909117,36,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2,3",4,0.01,0.6651488543708808,48,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2,3",4,0.1,0.7619972754174994,48,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2,3",4,1.0,0.9295099883132102,48,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2,3",4,10.0,0.9724398666254148,48,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2,3",4,100.0,0.9555764595684022,48,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2,3",4,1000.0,0.8566016280775655,48,12,166
ZONE_360M,CURRENT_PLAN,"0,1,2,3",4,10000.0,0.49137491905575853,48,12,166
ZONE_360M,HISTORY_SUMMARY_PLAN,0,1,0.01,1.4470649025401188,12,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,0,1,0.1,1.4497985410651308,12,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,0,1,1.0,1.4750717064493453,12,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,0,1,10.0,1.632664291178703,12,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,0,1,100.0,2.2192879275973407,12,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,0,1,1000.0,3.062339505922275,12,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,0,1,10000.0,3.3029776955023475,12,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1",2,0.01,1.0036014197914218,24,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1",2,0.1,0.9891325187512516,24,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1",2,1.0,0.9428350084446746,24,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1",2,10.0,0.9487542684892983,24,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1",2,100.0,0.7174894793809863,24,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1",2,1000.0,0.504603774622894,24,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1",2,10000.0,0.5226808407351603,24,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2",3,0.01,1.2178834981497522,36,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2",3,0.1,1.200030548667183,36,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2",3,1.0,1.1304236718420788,36,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2",3,10.0,1.012656564181208,36,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2",3,100.0,1.0406143969131416,36,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2",3,1000.0,2.5063707947150493,36,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2",3,10000.0,3.553354751664859,36,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,0.01,0.9495908552504247,48,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,0.1,0.6843066871036975,48,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,1.0,0.6806251490695685,48,12,183
ZONE_360M,HISTORY_SUMMARY_PLAN,"0,1,2,3",4,10.0,0.9844894059722912,48,12,183
